Orthogroup	29422_past_LongestContig_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0000949	isotig00011_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12980, Siderastrea_Mexico_Barshis-Radice_Host_contig17838
OG0000950	GCKDGN102E0VBW_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14368, Siderastrea_Mexico_Barshis-Radice_Host_contig16439
OG0000952	isotig10168_Past, isotig13630_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09225
OG0000954	isotig25550_Past, isotig01292_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05069
OG0000955	isotig08750_Past, isotig07053_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02876
OG0000956	isotig09279_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02875, Siderastrea_Mexico_Barshis-Radice_Host_contig05970
OG0000963	isotig09989_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04979, Siderastrea_Mexico_Barshis-Radice_Host_contig05435
OG0000967	isotig29566_Past, isotig32252_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15601
OG0000969	isotig03372_Past, isotig04591_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04614
OG0000970	isotig04388_Past, isotig19573_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17207
OG0000972	isotig27143_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03826, Siderastrea_Mexico_Barshis-Radice_Host_contig08212
OG0000973	isotig25954_Past, isotig01890_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12904
OG0000974	isotig22066_Past, isotig02758_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00203
OG0000975	isotig08978_Past, isotig03918_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15102
OG0000976	isotig03214_Past, isotig08283_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08591
OG0000977	isotig24284_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16908, Siderastrea_Mexico_Barshis-Radice_Host_contig05807
OG0000978	isotig14613_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02451, Siderastrea_Mexico_Barshis-Radice_Host_contig08150
OG0000979	isotig05212_Past, isotig05158_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09312
OG0000980	isotig00867_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18523, Siderastrea_Mexico_Barshis-Radice_Host_contig14188
OG0000981	isotig11149_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18520, Siderastrea_Mexico_Barshis-Radice_Host_contig12941
OG0000982	isotig11218_Past, isotig05015_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18525
OG0000984	isotig05876_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02454, Siderastrea_Mexico_Barshis-Radice_Host_contig14267
OG0000986	isotig13113_Past, isotig15437_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13932
OG0000987	isotig07859_Past, isotig01566_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04780
OG0000989	isotig03840_Past, isotig09836_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15734
OG0000990	isotig15495_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13591, Siderastrea_Mexico_Barshis-Radice_Host_contig00574
OG0000991	GCKDGN103GILMX_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05124, Siderastrea_Mexico_Barshis-Radice_Host_contig10832
OG0000992	isotig12286_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10189, Siderastrea_Mexico_Barshis-Radice_Host_contig14961
OG0000996	isotig00426_Past, isotig07468_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12031
OG0000998	isotig00295_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03525, Siderastrea_Mexico_Barshis-Radice_Host_contig04067
OG0001000	isotig19508_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09421, Siderastrea_Mexico_Barshis-Radice_Host_contig18099
OG0001003	isotig14724_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18543, Siderastrea_Mexico_Barshis-Radice_Host_contig18916
OG0001004	isotig11402_Past, isotig03225_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16395
OG0001005	isotig04376_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06765, Siderastrea_Mexico_Barshis-Radice_Host_contig07172
OG0001006	isotig16049_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15021, Siderastrea_Mexico_Barshis-Radice_Host_contig11555
OG0001007	isotig10789_Past, isotig04116_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11554
OG0001008	isotig05277_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03196, Siderastrea_Mexico_Barshis-Radice_Host_contig11309
OG0001009	isotig16079_Past, isotig03536_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11142
OG0001010	isotig23897_Past, isotig06071_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04508
OG0001011	isotig03453_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04527, Siderastrea_Mexico_Barshis-Radice_Host_contig00435
OG0001013	isotig10606_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10292, Siderastrea_Mexico_Barshis-Radice_Host_contig00276
OG0001014	isotig25720_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08116, Siderastrea_Mexico_Barshis-Radice_Host_contig00558
OG0001015	isotig20327_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15074, Siderastrea_Mexico_Barshis-Radice_Host_contig03918
OG0001016	isotig04815_Past, isotig10528_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16252
OG0001017	isotig03777_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16895, Siderastrea_Mexico_Barshis-Radice_Host_contig17252
OG0001018	GE912557_Past, isotig18039_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12054
OG0001019	GCKDGN102EXQAM_Past, GCKDGN101ALEBP_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09964
OG0001020	GCKDGN102DLSGX_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18183, Siderastrea_Mexico_Barshis-Radice_Host_contig13735
OG0001021	isotig22035_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13838, Siderastrea_Mexico_Barshis-Radice_Host_contig01293
OG0001024	isotig21474_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16012, Siderastrea_Mexico_Barshis-Radice_Host_contig02457
OG0001026	isotig05467_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10540, Siderastrea_Mexico_Barshis-Radice_Host_contig11448
OG0001027	isotig03365_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14098, Siderastrea_Mexico_Barshis-Radice_Host_contig08276
OG0001028	isotig15866_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11497, Siderastrea_Mexico_Barshis-Radice_Host_contig08270
OG0001029	isotig10025_Past, isotig04449_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01912
OG0001031	isotig20550_Past, isotig15219_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09472
OG0001033	isotig15901_Past, isotig04347_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15865
OG0001034	isotig12416_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10354, Siderastrea_Mexico_Barshis-Radice_Host_contig16510
OG0001037	isotig11935_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01145, Siderastrea_Mexico_Barshis-Radice_Host_contig17134
OG0001039	isotig12324_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00496, Siderastrea_Mexico_Barshis-Radice_Host_contig06619
OG0001041	isotig15323_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06940, Siderastrea_Mexico_Barshis-Radice_Host_contig02733
OG0001042	isotig01814_Past, isotig27855_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15516
OG0001043	GCKDGN101A91SL_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15062, Siderastrea_Mexico_Barshis-Radice_Host_contig13801
OG0001044	isotig08870_Past, isotig26025_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08457
OG0001045	isotig10218_Past, isotig06858_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05146
OG0001046	isotig10941_Past, isotig16466_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09495
OG0001048	isotig12540_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09270, Siderastrea_Mexico_Barshis-Radice_Host_contig07392
OG0001051	isotig25753_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16484, Siderastrea_Mexico_Barshis-Radice_Host_contig06423
OG0001055	isotig16027_Past, isotig07779_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12136
OG0001061	isotig00551_Past, isotig03147_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03709
OG0001062	isotig11407_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10818, Siderastrea_Mexico_Barshis-Radice_Host_contig09169
OG0001063	isotig33152_Past, isotig11771_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14343
OG0001064	isotig11683_Past, isotig14523_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01376
OG0001065	isotig16960_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17544, Siderastrea_Mexico_Barshis-Radice_Host_contig19037
OG0001066	isotig11968_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14816, Siderastrea_Mexico_Barshis-Radice_Host_contig14451
OG0001067	isotig03426_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16575, Siderastrea_Mexico_Barshis-Radice_Host_contig00972
OG0001068	isotig01394_Past, isotig09420_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09921
OG0001070	isotig16858_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18852, Siderastrea_Mexico_Barshis-Radice_Host_contig03523
OG0001071	isotig05205_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01555, Siderastrea_Mexico_Barshis-Radice_Host_contig15112
OG0001072	isotig12603_Past, isotig04783_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07139
OG0001073	isotig18594_Past, isotig05533_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05248
OG0001074	isotig28360_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08448, Siderastrea_Mexico_Barshis-Radice_Host_contig00976
OG0001075	isotig07836_Past, isotig11047_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12171
OG0001076	isotig03138_Past, isotig06744_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10991
OG0001077	isotig03692_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17695, Siderastrea_Mexico_Barshis-Radice_Host_contig14638
OG0001078	isotig30225_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14632, Siderastrea_Mexico_Barshis-Radice_Host_contig09827
OG0001079	isotig01462_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04562, Siderastrea_Mexico_Barshis-Radice_Host_contig00106
OG0001080	isotig17206_Past, isotig15626_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01599
OG0001081	isotig03500_Past, isotig19039_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18195
OG0001082	isotig10030_Past, isotig01438_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11459
OG0001083	isotig12326_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06829, Siderastrea_Mexico_Barshis-Radice_Host_contig01516
OG0001084	isotig08212_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11069, Siderastrea_Mexico_Barshis-Radice_Host_contig07804
OG0001085	isotig04628_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05288, Siderastrea_Mexico_Barshis-Radice_Host_contig05227
OG0001086	isotig06550_Past, isotig08032_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11933
OG0001087	isotig13690_Past, isotig12403_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11667
OG0001088	isotig21789_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04956, Siderastrea_Mexico_Barshis-Radice_Host_contig09534
OG0001089	isotig01772_Past, isotig16502_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04915
OG0001090	isotig22334_Past, isotig29725_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16713
OG0001091	isotig14372_Past, isotig16264_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16082
OG0001093	isotig25647_Past, isotig07974_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09760
OG0001094	isotig19715_Past, isotig00653_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17297
OG0001095	isotig25928_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15420, Siderastrea_Mexico_Barshis-Radice_Host_contig01205
OG0001096	isotig24019_Past, isotig01240_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18976
OG0001097	GE911114_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04405, Siderastrea_Mexico_Barshis-Radice_Host_contig18553
OG0001098	isotig13579_Past, isotig07278_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11387
OG0001099	GCKDGN101B0PT6_Past, GCKDGN102EOE9Z_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15402
OG0001100	isotig10932_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19078, Siderastrea_Mexico_Barshis-Radice_Host_contig06277
OG0001101	isotig03238_Past, isotig30497_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13125
OG0001102	isotig28120_Past, isotig05115_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01840
OG0001104	isotig12184_Past, isotig01602_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05773
OG0001105	isotig04258_Past, isotig08596_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00987
OG0001106	isotig03567_Past, isotig19633_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14299
OG0001107	isotig17950_Past, isotig25565_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07243
OG0001108	isotig20611_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08293, Siderastrea_Mexico_Barshis-Radice_Host_contig16758
OG0001109	isotig08665_Past, isotig32501_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10970
OG0001110	isotig01622_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05909, Siderastrea_Mexico_Barshis-Radice_Host_contig14334
OG0001111	isotig19598_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01214, Siderastrea_Mexico_Barshis-Radice_Host_contig05527
OG0001112	isotig10946_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01218, Siderastrea_Mexico_Barshis-Radice_Host_contig07814
OG0001113	isotig10047_Past, isotig07365_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13579
OG0001114	isotig30479_Past, isotig02198_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11998
OG0001115	GCKDGN103FOFQI_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18036, Siderastrea_Mexico_Barshis-Radice_Host_contig12460
OG0001116	GCKDGN102DMOHW_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04511, Siderastrea_Mexico_Barshis-Radice_Host_contig10910
OG0001117	isotig07708_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17966, Siderastrea_Mexico_Barshis-Radice_Host_contig13332
OG0001118	isotig05889_Past, isotig06512_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13996
OG0001119	isotig04104_Past, isotig10969_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07890
OG0001120	GCKDGN103G5Y5D_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18154, Siderastrea_Mexico_Barshis-Radice_Host_contig00043
OG0001121	isotig11468_Past, isotig14778_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14602
OG0001122	isotig27271_Past, isotig03939_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03047
OG0001123	isotig05139_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07111, Siderastrea_Mexico_Barshis-Radice_Host_contig04623
OG0001124	isotig08016_Past, isotig10350_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03892
OG0001125	isotig09267_Past, isotig11196_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04367
OG0001126	isotig08583_Past, isotig12346_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02309
OG0001127	isotig00510_Past, isotig19577_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09765
OG0001128	isotig11038_Past, isotig07840_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07113
OG0001129	isotig08922_Past, isotig01288_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10544
OG0001130	isotig29567_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18021, Siderastrea_Mexico_Barshis-Radice_Host_contig09353
OG0001131	isotig09703_Past, isotig00497_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14146
OG0001132	isotig15671_Past, isotig03432_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15768
OG0001133	isotig03152_Past, isotig18273_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03029
OG0001134	isotig04319_Past, isotig25881_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15208
OG0001135	isotig30072_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14645, Siderastrea_Mexico_Barshis-Radice_Host_contig01865
OG0001137	isotig11996_Past, isotig22137_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01845
OG0001138	GCKDGN101B2AGJ_Past, GCKDGN101BUSOB_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15727
OG0001139	isotig12299_Past, GE907658_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08771
OG0001140	isotig14106_Past, isotig05599_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16387
OG0001141	isotig04899_Past, isotig05411_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03113
OG0001142	isotig06865_Past, isotig03155_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06028
OG0001280	GCKDGN102DKQNG_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15280
OG0001281	GCKDGN103F5JRT_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09244
OG0001283	isotig08087_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11541
OG0001284	isotig04143_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14882
OG0001287	isotig05768_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02782
OG0001288	isotig01710_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03211
OG0001289	isotig05099_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03210
OG0001290	isotig22076_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03216
OG0001293	isotig03454_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04249
OG0001294	isotig10636_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04248
OG0001299	isotig04726_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15935
OG0001300	isotig03678_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15933
OG0001301	isotig04657_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03338
OG0001303	GCKDGN102D01E7_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08798
OG0001304	GCKDGN101CDN9P_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08795
OG0001305	isotig16621_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08794
OG0001308	isotig13490_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18317
OG0001309	isotig22041_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00895
OG0001314	isotig20901_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01943
OG0001316	isotig19528_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01944
OG0001317	isotig05910_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01948
OG0001319	isotig07872_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02363
OG0001320	isotig09040_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13033
OG0001323	GCKDGN101B5WJM_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02025
OG0001325	isotig08955_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11737
OG0001327	isotig05408_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10800
OG0001328	isotig14428_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00450
OG0001330	isotig05147_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02600
OG0001331	isotig26463_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17675
OG0001332	isotig20716_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02798
OG0001337	isotig08680_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01875
OG0001339	GCKDGN103FYMGP_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05674
OG0001344	isotig18809_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09187
OG0001349	isotig05930_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01123
OG0001352	isotig10449_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09142
OG0001353	isotig24788_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09141
OG0001355	isotig21997_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03669
OG0001356	isotig26040_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10359
OG0001357	isotig21819_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11895
OG0001359	isotig28394_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13944
OG0001362	isotig31696_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17079
OG0001369	GCKDGN102DQDG9_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09282
OG0001371	isotig01514_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16388
OG0001373	isotig04043_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04798
OG0001374	isotig10726_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07443
OG0001375	isotig14777_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12727
OG0001376	isotig03506_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06007
OG0001378	isotig12043_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16039
OG0001379	isotig03171_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13232
OG0001382	isotig06989_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04792
OG0001383	isotig08421_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00378
OG0001385	GCKDGN101AQ2MM_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07200
OG0001386	isotig03248_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14869
OG0001389	isotig19743_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02587
OG0001390	GCKDGN103FT2I1_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19099
OG0001391	GCKDGN101B4FN3_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06914
OG0001392	isotig01686_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03183
OG0001394	isotig11130_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03187
OG0001395	isotig05627_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03186
OG0001396	isotig23067_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11155
OG0001397	isotig12460_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07034
OG0001398	isotig00260_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11158
OG0001401	isotig04595_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15094
OG0001402	isotig26855_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15097
OG0001405	isotig09785_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06642
OG0001406	GCKDGN101AMDS1_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08407
OG0001408	isotig04985_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18388
OG0001409	isotig10943_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18385
OG0001412	GCKDGN102EXD6Y_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10576
OG0001414	isotig03509_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00520
OG0001416	isotig11462_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15660
OG0001417	isotig05856_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04243
OG0001419	GE913042_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04539
OG0001420	isotig03815_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09504
OG0001424	isotig24451_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13002
OG0001426	isotig06574_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17243
OG0001428	isotig19980_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02346
OG0001429	isotig13717_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02347
OG0001431	isotig06690_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11716
OG0001433	isotig13211_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17651
OG0001441	isotig11226_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04616
OG0001442	isotig17227_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11112
OG0001443	isotig26822_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09501
OG0001444	GCKDGN102EDWKE_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06378
OG0001445	isotig27977_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07434
OG0001448	isotig07213_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15604
OG0001451	isotig30157_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09303
OG0001454	isotig08514_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13824
OG0001455	isotig09244_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01101
OG0001456	isotig25918_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15701
OG0001457	isotig05409_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04167
OG0001458	isotig04825_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04341
OG0001459	isotig03291_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02706
OG0001460	GCKDGN103FX4G9_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10551
OG0001462	isotig07006_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06455
OG0001464	isotig01746_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18598
OG0001465	isotig11144_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12523
OG0001467	isotig26256_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12528
OG0001469	isotig02570_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02810
OG0001472	GCKDGN103F3FNV_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05113
OG0001473	isotig12946_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12294
OG0001474	isotig03315_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12291
OG0001475	isotig08999_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06061
OG0001477	isotig25708_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13216
OG0001478	isotig16300_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01486
OG0001479	isotig18005_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19195
OG0001485	isotig04556_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17827
