"","isotig","gene","orthogroup","gene_Sid"
"789","isotig11587_Ppor","isogroup09855_Ppor","N0.HOG0002236","Siderastrea_Mexico_Barshis-Radice_Host_contig15641"
"790","isotig11644_Ppor","isogroup09912_Ppor","N0.HOG0003459","Siderastrea_Mexico_Barshis-Radice_Host_contig17776"
"791","isotig11666_Ppor","isogroup09934_Ppor","N0.HOG0002771","Siderastrea_Mexico_Barshis-Radice_Host_contig18965"
"792","isotig11675_Ppor","isogroup09943_Ppor","N0.HOG0002970","Siderastrea_Mexico_Barshis-Radice_Host_contig08676"
"793","isotig11677_Ppor","isogroup09945_Ppor","N0.HOG0003289","Siderastrea_Mexico_Barshis-Radice_Host_contig11629"
"794","isotig11697_Ppor","isogroup09965_Ppor","N0.HOG0002628","Siderastrea_Mexico_Barshis-Radice_Host_contig07466"
"795","isotig11721_Ppor","isogroup09989_Ppor","N0.HOG0002373","Siderastrea_Mexico_Barshis-Radice_Host_contig16888"
"796","isotig11734_Ppor","isogroup10002_Ppor","N0.HOG0002510","Siderastrea_Mexico_Barshis-Radice_Host_contig10791"
"797","isotig11789_Ppor","isogroup10057_Ppor","N0.HOG0002419","Siderastrea_Mexico_Barshis-Radice_Host_contig15239"
"798","isotig11796_Ppor","isogroup10064_Ppor","N0.HOG0003444","Siderastrea_Mexico_Barshis-Radice_Host_contig13679"
"799","isotig11826_Ppor","isogroup10094_Ppor","N0.HOG0001849","Siderastrea_Mexico_Barshis-Radice_Host_contig11018"
"800","isotig11837_Ppor","isogroup10105_Ppor","N0.HOG0003501","Siderastrea_Mexico_Barshis-Radice_Host_contig17347"
"801","isotig11839_Ppor","isogroup10107_Ppor","N0.HOG0003573","Siderastrea_Mexico_Barshis-Radice_Host_contig01579"
"802","isotig11856_Ppor","isogroup10124_Ppor","N0.HOG0002605","Siderastrea_Mexico_Barshis-Radice_Host_contig09733"
"803","isotig11864_Ppor","isogroup10132_Ppor","N0.HOG0000498","Siderastrea_Mexico_Barshis-Radice_Host_contig07333"
"804","isotig11894_Ppor","isogroup10162_Ppor","N0.HOG0002417","Siderastrea_Mexico_Barshis-Radice_Host_contig15233"
"805","isotig11911_Ppor","isogroup10179_Ppor","N0.HOG0001644","Siderastrea_Mexico_Barshis-Radice_Host_contig12889"
"806","isotig11923_Ppor","isogroup10191_Ppor","N0.HOG0002412","Siderastrea_Mexico_Barshis-Radice_Host_contig06899"
"807","isotig11960_Ppor","isogroup10228_Ppor","N0.HOG0002594","Siderastrea_Mexico_Barshis-Radice_Host_contig03828"
"808","isotig11983_Ppor","isogroup10251_Ppor","N0.HOG0002666","Siderastrea_Mexico_Barshis-Radice_Host_contig12499"
"809","isotig11992_Ppor","isogroup10260_Ppor","N0.HOG0002551","Siderastrea_Mexico_Barshis-Radice_Host_contig11861"
"810","isotig12000_Ppor","isogroup10268_Ppor","N0.HOG0002153","Siderastrea_Mexico_Barshis-Radice_Host_contig02977"
"811","isotig12010_Ppor","isogroup10278_Ppor","N0.HOG0003437","Siderastrea_Mexico_Barshis-Radice_Host_contig16913"
"812","isotig12016_Ppor","isogroup10284_Ppor","N0.HOG0002030","Siderastrea_Mexico_Barshis-Radice_Host_contig04419"
"813","isotig12022_Ppor","isogroup10290_Ppor","N0.HOG0002972","Siderastrea_Mexico_Barshis-Radice_Host_contig05611"
"814","isotig12043_Ppor","isogroup10311_Ppor","N0.HOG0001494","Siderastrea_Mexico_Barshis-Radice_Host_contig16039"
"815","isotig12076_Ppor","isogroup10344_Ppor","N0.HOG0002808","Siderastrea_Mexico_Barshis-Radice_Host_contig13484"
"816","isotig12080_Ppor","isogroup10348_Ppor","N0.HOG0002795","Siderastrea_Mexico_Barshis-Radice_Host_contig08882"
"817","isotig12100_Ppor","isogroup10368_Ppor","N0.HOG0003363","Siderastrea_Mexico_Barshis-Radice_Host_contig09523"
"818","isotig12149_Ppor","isogroup10417_Ppor","N0.HOG0001701","Siderastrea_Mexico_Barshis-Radice_Host_contig15339"
"819","isotig12151_Ppor","isogroup10419_Ppor","N0.HOG0001872","Siderastrea_Mexico_Barshis-Radice_Host_contig09329"
"820","isotig12161_Ppor","isogroup10429_Ppor","N0.HOG0002910","Siderastrea_Mexico_Barshis-Radice_Host_contig18249"
"821","isotig12194_Ppor","isogroup10462_Ppor","N0.HOG0002582","Siderastrea_Mexico_Barshis-Radice_Host_contig07334"
"822","isotig12216_Ppor","isogroup10484_Ppor","N0.HOG0002126","Siderastrea_Mexico_Barshis-Radice_Host_contig04654"
"823","isotig12242_Ppor","isogroup10510_Ppor","N0.HOG0002519","Siderastrea_Mexico_Barshis-Radice_Host_contig18303"
"824","isotig12281_Ppor","isogroup10549_Ppor","N0.HOG0002873","Siderastrea_Mexico_Barshis-Radice_Host_contig15971"
"825","isotig12290_Ppor","isogroup10558_Ppor","N0.HOG0002618","Siderastrea_Mexico_Barshis-Radice_Host_contig12016"
"826","isotig12398_Ppor","isogroup10666_Ppor","N0.HOG0003030","Siderastrea_Mexico_Barshis-Radice_Host_contig05988"
"827","isotig12401_Ppor","isogroup10669_Ppor","N0.HOG0002037","Siderastrea_Mexico_Barshis-Radice_Host_contig08360"
"828","isotig12421_Ppor","isogroup10689_Ppor","N0.HOG0002699","Siderastrea_Mexico_Barshis-Radice_Host_contig01953"
"829","isotig12446_Ppor","isogroup10714_Ppor","N0.HOG0003065","Siderastrea_Mexico_Barshis-Radice_Host_contig07602"
"830","isotig12460_Ppor","isogroup10728_Ppor","N0.HOG0001513","Siderastrea_Mexico_Barshis-Radice_Host_contig07034"
"831","isotig12464_Ppor","isogroup10732_Ppor","N0.HOG0001668","Siderastrea_Mexico_Barshis-Radice_Host_contig09819"
"832","isotig12510_Ppor","isogroup10778_Ppor","N0.HOG0003226","Siderastrea_Mexico_Barshis-Radice_Host_contig16692"
"833","isotig12523_Ppor","isogroup10791_Ppor","N0.HOG0001992","Siderastrea_Mexico_Barshis-Radice_Host_contig12164"
"834","isotig12573_Ppor","isogroup10841_Ppor","N0.HOG0001835","Siderastrea_Mexico_Barshis-Radice_Host_contig03458"
"835","isotig12578_Ppor","isogroup10846_Ppor","N0.HOG0002193","Siderastrea_Mexico_Barshis-Radice_Host_contig04352"
"836","isotig12627_Ppor","isogroup10895_Ppor","N0.HOG0003628","Siderastrea_Mexico_Barshis-Radice_Host_contig07743"
"837","isotig12644_Ppor","isogroup10912_Ppor","N0.HOG0003436","Siderastrea_Mexico_Barshis-Radice_Host_contig11320"
"838","isotig12700_Ppor","isogroup10968_Ppor","N0.HOG0003520","Siderastrea_Mexico_Barshis-Radice_Host_contig19045"
"839","isotig12703_Ppor","isogroup10971_Ppor","N0.HOG0003364","Siderastrea_Mexico_Barshis-Radice_Host_contig12468"
"840","isotig12727_Ppor","isogroup10995_Ppor","N0.HOG0001658","Siderastrea_Mexico_Barshis-Radice_Host_contig03087"
"841","isotig12756_Ppor","isogroup11024_Ppor","N0.HOG0002616","Siderastrea_Mexico_Barshis-Radice_Host_contig11292"
"842","isotig12776_Ppor","isogroup11044_Ppor","N0.HOG0003373","Siderastrea_Mexico_Barshis-Radice_Host_contig05962"
"843","isotig12803_Ppor","isogroup11071_Ppor","N0.HOG0002673","Siderastrea_Mexico_Barshis-Radice_Host_contig14528"
"844","isotig12826_Ppor","isogroup11094_Ppor","N0.HOG0002215","Siderastrea_Mexico_Barshis-Radice_Host_contig02175"
"845","isotig12850_Ppor","isogroup11118_Ppor","N0.HOG0002811","Siderastrea_Mexico_Barshis-Radice_Host_contig18569"
"846","isotig12858_Ppor","isogroup11126_Ppor","N0.HOG0002375","Siderastrea_Mexico_Barshis-Radice_Host_contig03071"
"847","isotig12890_Ppor","isogroup11158_Ppor","N0.HOG0003017","Siderastrea_Mexico_Barshis-Radice_Host_contig14815"
"848","isotig12946_Ppor","isogroup11214_Ppor","N0.HOG0001589","Siderastrea_Mexico_Barshis-Radice_Host_contig12294"
"849","isotig13060_Ppor","isogroup11328_Ppor","N0.HOG0002117","Siderastrea_Mexico_Barshis-Radice_Host_contig02152"
"850","isotig13084_Ppor","isogroup11352_Ppor","N0.HOG0003532","Siderastrea_Mexico_Barshis-Radice_Host_contig13286"
"851","isotig13129_Ppor","isogroup11397_Ppor","N0.HOG0002019","Siderastrea_Mexico_Barshis-Radice_Host_contig01892"
"852","isotig13211_Ppor","isogroup11479_Ppor","N0.HOG0001549","Siderastrea_Mexico_Barshis-Radice_Host_contig17651"
"853","isotig13273_Ppor","isogroup11541_Ppor","N0.HOG0001888","Siderastrea_Mexico_Barshis-Radice_Host_contig06191"
"854","isotig13287_Ppor","isogroup11555_Ppor","N0.HOG0000219","Siderastrea_Mexico_Barshis-Radice_Host_contig16246"
"855","isotig13363_Ppor","isogroup11631_Ppor","N0.HOG0002131","Siderastrea_Mexico_Barshis-Radice_Host_contig02845"
"856","isotig13370_Ppor","isogroup11638_Ppor","N0.HOG0000358","Siderastrea_Mexico_Barshis-Radice_Host_contig11568"
"857","isotig13428_Ppor","isogroup11696_Ppor","N0.HOG0002405","Siderastrea_Mexico_Barshis-Radice_Host_contig12228"
"858","isotig13455_Ppor","isogroup11723_Ppor","N0.HOG0000546","Siderastrea_Mexico_Barshis-Radice_Host_contig16580"
"859","isotig13490_Ppor","isogroup11758_Ppor","N0.HOG0001424","Siderastrea_Mexico_Barshis-Radice_Host_contig18317"
"860","isotig13530_Ppor","isogroup11798_Ppor","N0.HOG0002332","Siderastrea_Mexico_Barshis-Radice_Host_contig07931"
"861","isotig13546_Ppor","isogroup11814_Ppor","N0.HOG0002843","Siderastrea_Mexico_Barshis-Radice_Host_contig04859"
"862","isotig13582_Ppor","isogroup11850_Ppor","N0.HOG0001925","Siderastrea_Mexico_Barshis-Radice_Host_contig00698"
"863","isotig13598_Ppor","isogroup11866_Ppor","N0.HOG0002891","Siderastrea_Mexico_Barshis-Radice_Host_contig07097"
"864","isotig13599_Ppor","isogroup11867_Ppor","N0.HOG0003060","Siderastrea_Mexico_Barshis-Radice_Host_contig01194"
"865","isotig13625_Ppor","isogroup11893_Ppor","N0.HOG0003529","Siderastrea_Mexico_Barshis-Radice_Host_contig04850"
"866","isotig13626_Ppor","isogroup11894_Ppor","N0.HOG0003425","Siderastrea_Mexico_Barshis-Radice_Host_contig06144"
"867","isotig13640_Ppor","isogroup11908_Ppor","N0.HOG0003546","Siderastrea_Mexico_Barshis-Radice_Host_contig18393"
"868","isotig13717_Ppor","isogroup11985_Ppor","N0.HOG0001545","Siderastrea_Mexico_Barshis-Radice_Host_contig02347"
"869","isotig13726_Ppor","isogroup11994_Ppor","N0.HOG0003115","Siderastrea_Mexico_Barshis-Radice_Host_contig04681"
"870","isotig13729_Ppor","isogroup11997_Ppor","N0.HOG0003479","Siderastrea_Mexico_Barshis-Radice_Host_contig08738"
"871","isotig13742_Ppor","isogroup12010_Ppor","N0.HOG0003014","Siderastrea_Mexico_Barshis-Radice_Host_contig17547"
"872","isotig13755_Ppor","isogroup12023_Ppor","N0.HOG0003593","Siderastrea_Mexico_Barshis-Radice_Host_contig19207"
"873","isotig13763_Ppor","isogroup12031_Ppor","N0.HOG0000568","Siderastrea_Mexico_Barshis-Radice_Host_contig15207"
"874","isotig13771_Ppor","isogroup12039_Ppor","N0.HOG0002850","Siderastrea_Mexico_Barshis-Radice_Host_contig03743"
"875","isotig13784_Ppor","isogroup12052_Ppor","N0.HOG0003515","Siderastrea_Mexico_Barshis-Radice_Host_contig17090"
"876","isotig13791_Ppor","isogroup12059_Ppor","N0.HOG0002799","Siderastrea_Mexico_Barshis-Radice_Host_contig09139"
"877","isotig13808_Ppor","isogroup12076_Ppor","N0.HOG0003308","Siderastrea_Mexico_Barshis-Radice_Host_contig18176"
"878","isotig13818_Ppor","isogroup12086_Ppor","N0.HOG0003472","Siderastrea_Mexico_Barshis-Radice_Host_contig09029"
"879","isotig13836_Ppor","isogroup12104_Ppor","N0.HOG0001913","Siderastrea_Mexico_Barshis-Radice_Host_contig01779"
"880","isotig13885_Ppor","isogroup12153_Ppor","N0.HOG0002119","Siderastrea_Mexico_Barshis-Radice_Host_contig17706"
"881","isotig13929_Ppor","isogroup12197_Ppor","N0.HOG0003468","Siderastrea_Mexico_Barshis-Radice_Host_contig00390"
"882","isotig13979_Ppor","isogroup12247_Ppor","N0.HOG0000527","Siderastrea_Mexico_Barshis-Radice_Host_contig03423"
"883","isotig13982_Ppor","isogroup12250_Ppor","N0.HOG0003113","Siderastrea_Mexico_Barshis-Radice_Host_contig06826"
"884","isotig14003_Ppor","isogroup12271_Ppor","N0.HOG0002967","Siderastrea_Mexico_Barshis-Radice_Host_contig06632"
"885","isotig14021_Ppor","isogroup12289_Ppor","N0.HOG0000545","Siderastrea_Mexico_Barshis-Radice_Host_contig12908"
"886","isotig14030_Ppor","isogroup12298_Ppor","N0.HOG0002665","Siderastrea_Mexico_Barshis-Radice_Host_contig04034"
"887","isotig14033_Ppor","isogroup12301_Ppor","N0.HOG0002217","Siderastrea_Mexico_Barshis-Radice_Host_contig16911"
"888","isotig14063_Ppor","isogroup12331_Ppor","N0.HOG0002560","Siderastrea_Mexico_Barshis-Radice_Host_contig01835"
"889","isotig14069_Ppor","isogroup12337_Ppor","N0.HOG0003299","Siderastrea_Mexico_Barshis-Radice_Host_contig18003"
"890","isotig14109_Ppor","isogroup12377_Ppor","N0.HOG0003058","Siderastrea_Mexico_Barshis-Radice_Host_contig05864"
"891","isotig14137_Ppor","isogroup12405_Ppor","N0.HOG0002646","Siderastrea_Mexico_Barshis-Radice_Host_contig10714"
"892","isotig14163_Ppor","isogroup12431_Ppor","N0.HOG0001879","Siderastrea_Mexico_Barshis-Radice_Host_contig11652"
"893","isotig14177_Ppor","isogroup12445_Ppor","N0.HOG0003616","Siderastrea_Mexico_Barshis-Radice_Host_contig16873"
"894","isotig14178_Ppor","isogroup12446_Ppor","N0.HOG0002975","Siderastrea_Mexico_Barshis-Radice_Host_contig09704"
"895","isotig14199_Ppor","isogroup12467_Ppor","N0.HOG0001618","Siderastrea_Mexico_Barshis-Radice_Host_contig00447"
"896","isotig14215_Ppor","isogroup12483_Ppor","N0.HOG0001980","Siderastrea_Mexico_Barshis-Radice_Host_contig09564"
"897","isotig14247_Ppor","isogroup12515_Ppor","N0.HOG0001737","Siderastrea_Mexico_Barshis-Radice_Host_contig07386"
"898","isotig14307_Ppor","isogroup12575_Ppor","N0.HOG0002414","Siderastrea_Mexico_Barshis-Radice_Host_contig04945"
"899","isotig14309_Ppor","isogroup12577_Ppor","N0.HOG0002304","Siderastrea_Mexico_Barshis-Radice_Host_contig09647"
"900","isotig14323_Ppor","isogroup12591_Ppor","N0.HOG0002262","Siderastrea_Mexico_Barshis-Radice_Host_contig12675"
"901","isotig14326_Ppor","isogroup12594_Ppor","N0.HOG0003455","Siderastrea_Mexico_Barshis-Radice_Host_contig14110"
"902","isotig14373_Ppor","isogroup12641_Ppor","N0.HOG0002429","Siderastrea_Mexico_Barshis-Radice_Host_contig04531"
"903","isotig14384_Ppor","isogroup12652_Ppor","N0.HOG0003500","Siderastrea_Mexico_Barshis-Radice_Host_contig19170"
"904","isotig14401_Ppor","isogroup12669_Ppor","N0.HOG0002002","Siderastrea_Mexico_Barshis-Radice_Host_contig04310"
"905","isotig14408_Ppor","isogroup12676_Ppor","N0.HOG0002860","Siderastrea_Mexico_Barshis-Radice_Host_contig18753"
"906","isotig14410_Ppor","isogroup12678_Ppor","N0.HOG0003439","Siderastrea_Mexico_Barshis-Radice_Host_contig05498"
"907","isotig14416_Ppor","isogroup12684_Ppor","N0.HOG0002845","Siderastrea_Mexico_Barshis-Radice_Host_contig17649"
"908","isotig14428_Ppor","isogroup12696_Ppor","N0.HOG0001444","Siderastrea_Mexico_Barshis-Radice_Host_contig00450"
"909","isotig14517_Ppor","isogroup12785_Ppor","N0.HOG0003487","Siderastrea_Mexico_Barshis-Radice_Host_contig16224"
"910","isotig14526_Ppor","isogroup12794_Ppor","N0.HOG0003141","Siderastrea_Mexico_Barshis-Radice_Host_contig14256"
"911","isotig14554_Ppor","isogroup12822_Ppor","N0.HOG0003212","Siderastrea_Mexico_Barshis-Radice_Host_contig05755"
"912","isotig14585_Ppor","isogroup12853_Ppor","N0.HOG0001785","Siderastrea_Mexico_Barshis-Radice_Host_contig16951"
"913","isotig14597_Ppor","isogroup12865_Ppor","N0.HOG0002396","Siderastrea_Mexico_Barshis-Radice_Host_contig09125"
"914","isotig14598_Ppor","isogroup12866_Ppor","N0.HOG0003433","Siderastrea_Mexico_Barshis-Radice_Host_contig09546"
"915","isotig14658_Ppor","isogroup12926_Ppor","N0.HOG0002043","Siderastrea_Mexico_Barshis-Radice_Host_contig05231"
"916","isotig14701_Ppor","isogroup12969_Ppor","N0.HOG0003090","Siderastrea_Mexico_Barshis-Radice_Host_contig03135"
"917","isotig14735_Ppor","isogroup13003_Ppor","N0.HOG0002899","Siderastrea_Mexico_Barshis-Radice_Host_contig03564"
"918","isotig14749_Ppor","isogroup13017_Ppor","N0.HOG0003038","Siderastrea_Mexico_Barshis-Radice_Host_contig14204"
"919","isotig14777_Ppor","isogroup13045_Ppor","N0.HOG0001491","Siderastrea_Mexico_Barshis-Radice_Host_contig12727"
"920","isotig14792_Ppor","isogroup13060_Ppor","N0.HOG0002898","Siderastrea_Mexico_Barshis-Radice_Host_contig15900"
"921","isotig14849_Ppor","isogroup13117_Ppor","N0.HOG0003170","Siderastrea_Mexico_Barshis-Radice_Host_contig16154"
"922","isotig14970_Ppor","isogroup13238_Ppor","N0.HOG0001807","Siderastrea_Mexico_Barshis-Radice_Host_contig05445"
"923","isotig15066_Ppor","isogroup13334_Ppor","N0.HOG0002001","Siderastrea_Mexico_Barshis-Radice_Host_contig14748"
"924","isotig15078_Ppor","isogroup13346_Ppor","N0.HOG0003475","Siderastrea_Mexico_Barshis-Radice_Host_contig08683"
"925","isotig15079_Ppor","isogroup13347_Ppor","N0.HOG0001848","Siderastrea_Mexico_Barshis-Radice_Host_contig17158"
"926","isotig15130_Ppor","isogroup13398_Ppor","N0.HOG0002376","Siderastrea_Mexico_Barshis-Radice_Host_contig03078"
"927","isotig15140_Ppor","isogroup13408_Ppor","N0.HOG0001797","Siderastrea_Mexico_Barshis-Radice_Host_contig03299"
"928","isotig15145_Ppor","isogroup13413_Ppor","N0.HOG0001638","Siderastrea_Mexico_Barshis-Radice_Host_contig18944"
"929","isotig15237_Ppor","isogroup13505_Ppor","N0.HOG0002034","Siderastrea_Mexico_Barshis-Radice_Host_contig00301"
"930","isotig15241_Ppor","isogroup13509_Ppor","N0.HOG0003442","Siderastrea_Mexico_Barshis-Radice_Host_contig10495"
"931","isotig15244_Ppor","isogroup13512_Ppor","N0.HOG0003340","Siderastrea_Mexico_Barshis-Radice_Host_contig15852"
"932","isotig15254_Ppor","isogroup13522_Ppor","N0.HOG0003494","Siderastrea_Mexico_Barshis-Radice_Host_contig09741"
"933","isotig15277_Ppor","isogroup13545_Ppor","N0.HOG0003222","Siderastrea_Mexico_Barshis-Radice_Host_contig17461"
"934","isotig15335_Ppor","isogroup13603_Ppor","N0.HOG0001765","Siderastrea_Mexico_Barshis-Radice_Host_contig06131"
"935","isotig15348_Ppor","isogroup13616_Ppor","N0.HOG0003469","Siderastrea_Mexico_Barshis-Radice_Host_contig07025"
"936","isotig15392_Ppor","isogroup13660_Ppor","N0.HOG0003290","Siderastrea_Mexico_Barshis-Radice_Host_contig12662"
"937","isotig15410_Ppor","isogroup13678_Ppor","N0.HOG0003394","Siderastrea_Mexico_Barshis-Radice_Host_contig09219"
"938","isotig15480_Ppor","isogroup13748_Ppor","N0.HOG0002481","Siderastrea_Mexico_Barshis-Radice_Host_contig09607"
"939","isotig15516_Ppor","isogroup13784_Ppor","N0.HOG0003236","Siderastrea_Mexico_Barshis-Radice_Host_contig05690"
"940","isotig15519_Ppor","isogroup13787_Ppor","N0.HOG0003409","Siderastrea_Mexico_Barshis-Radice_Host_contig03702"
"941","isotig15521_Ppor","isogroup13789_Ppor","N0.HOG0002772","Siderastrea_Mexico_Barshis-Radice_Host_contig18392"
"942","isotig15555_Ppor","isogroup13823_Ppor","N0.HOG0003490","Siderastrea_Mexico_Barshis-Radice_Host_contig07300"
"943","isotig15562_Ppor","isogroup13830_Ppor","N0.HOG0002968","Siderastrea_Mexico_Barshis-Radice_Host_contig14163"
"944","isotig15580_Ppor","isogroup13848_Ppor","N0.HOG0001711","Siderastrea_Mexico_Barshis-Radice_Host_contig05607"
"945","isotig15674_Ppor","isogroup13942_Ppor","N0.HOG0000153","Siderastrea_Mexico_Barshis-Radice_Host_contig06579"
"946","isotig15690_Ppor","isogroup13958_Ppor","N0.HOG0003443","Siderastrea_Mexico_Barshis-Radice_Host_contig05056"
"947","isotig15766_Ppor","isogroup14034_Ppor","N0.HOG0001988","Siderastrea_Mexico_Barshis-Radice_Host_contig03557"
"948","isotig15781_Ppor","isogroup14049_Ppor","N0.HOG0003349","Siderastrea_Mexico_Barshis-Radice_Host_contig01004"
"949","isotig15793_Ppor","isogroup14061_Ppor","N0.HOG0001832","Siderastrea_Mexico_Barshis-Radice_Host_contig03455"
"950","isotig15835_Ppor","isogroup14103_Ppor","N0.HOG0002452","Siderastrea_Mexico_Barshis-Radice_Host_contig13094"
"951","isotig15845_Ppor","isogroup14113_Ppor","N0.HOG0003544","Siderastrea_Mexico_Barshis-Radice_Host_contig02129"
"952","isotig15847_Ppor","isogroup14115_Ppor","N0.HOG0002460","Siderastrea_Mexico_Barshis-Radice_Host_contig07578"
"953","isotig15877_Ppor","isogroup14145_Ppor","N0.HOG0002526","Siderastrea_Mexico_Barshis-Radice_Host_contig03596"
"954","isotig15919_Ppor","isogroup14187_Ppor","N0.HOG0002861","Siderastrea_Mexico_Barshis-Radice_Host_contig18766"
"955","isotig15949_Ppor","isogroup14217_Ppor","N0.HOG0002708","Siderastrea_Mexico_Barshis-Radice_Host_contig02039"
"956","isotig15954_Ppor","isogroup14222_Ppor","N0.HOG0002301","Siderastrea_Mexico_Barshis-Radice_Host_contig13413"
"957","isotig15985_Ppor","isogroup14253_Ppor","N0.HOG0002011","Siderastrea_Mexico_Barshis-Radice_Host_contig10408"
"958","isotig16004_Ppor","isogroup14272_Ppor","N0.HOG0002012","Siderastrea_Mexico_Barshis-Radice_Host_contig06223"
"959","isotig16041_Ppor","isogroup14309_Ppor","N0.HOG0002195","Siderastrea_Mexico_Barshis-Radice_Host_contig01925"
"960","isotig16061_Ppor","isogroup14329_Ppor","N0.HOG0001696","Siderastrea_Mexico_Barshis-Radice_Host_contig06958"
"961","isotig16070_Ppor","isogroup14338_Ppor","N0.HOG0003381","Siderastrea_Mexico_Barshis-Radice_Host_contig10536"
"962","isotig16159_Ppor","isogroup14427_Ppor","N0.HOG0002711","Siderastrea_Mexico_Barshis-Radice_Host_contig09884"
"963","isotig16201_Ppor","isogroup14469_Ppor","N0.HOG0001954","Siderastrea_Mexico_Barshis-Radice_Host_contig05875"
"964","isotig16236_Ppor","isogroup14504_Ppor","N0.HOG0003596","Siderastrea_Mexico_Barshis-Radice_Host_contig09796"
"965","isotig16294_Ppor","isogroup14562_Ppor","N0.HOG0003327","Siderastrea_Mexico_Barshis-Radice_Host_contig15884"
"966","isotig16300_Ppor","isogroup14568_Ppor","N0.HOG0001594","Siderastrea_Mexico_Barshis-Radice_Host_contig01486"
"967","isotig16323_Ppor","isogroup14591_Ppor","N0.HOG0003334","Siderastrea_Mexico_Barshis-Radice_Host_contig17732"
"968","isotig16330_Ppor","isogroup14598_Ppor","N0.HOG0003503","Siderastrea_Mexico_Barshis-Radice_Host_contig04039"
"969","isotig16357_Ppor","isogroup14625_Ppor","N0.HOG0002857","Siderastrea_Mexico_Barshis-Radice_Host_contig03359"
"970","isotig16378_Ppor","isogroup14646_Ppor","N0.HOG0003224","Siderastrea_Mexico_Barshis-Radice_Host_contig12585"
"971","isotig16403_Ppor","isogroup14671_Ppor","N0.HOG0001821","Siderastrea_Mexico_Barshis-Radice_Host_contig13065"
"972","isotig16516_Ppor","isogroup14784_Ppor","N0.HOG0002785","Siderastrea_Mexico_Barshis-Radice_Host_contig13014"
"973","isotig16570_Ppor","isogroup14838_Ppor","N0.HOG0003202","Siderastrea_Mexico_Barshis-Radice_Host_contig00317"
"974","isotig16611_Ppor","isogroup14879_Ppor","N0.HOG0000221","Siderastrea_Mexico_Barshis-Radice_Host_contig12045"
"975","isotig16621_Ppor","isogroup14889_Ppor","N0.HOG0001421","Siderastrea_Mexico_Barshis-Radice_Host_contig08794"
"976","isotig16661_Ppor","isogroup14929_Ppor","N0.HOG0001809","Siderastrea_Mexico_Barshis-Radice_Host_contig01288"
"977","isotig16739_Ppor","isogroup15007_Ppor","N0.HOG0002694","Siderastrea_Mexico_Barshis-Radice_Host_contig12964"
"978","isotig16781_Ppor","isogroup15049_Ppor","N0.HOG0002532","Siderastrea_Mexico_Barshis-Radice_Host_contig06023"
"979","isotig16793_Ppor","isogroup15061_Ppor","N0.HOG0003396","Siderastrea_Mexico_Barshis-Radice_Host_contig02040"
"980","isotig16813_Ppor","isogroup15081_Ppor","N0.HOG0001630","Siderastrea_Mexico_Barshis-Radice_Host_contig08937"
"981","isotig16888_Ppor","isogroup15156_Ppor","N0.HOG0002493","Siderastrea_Mexico_Barshis-Radice_Host_contig07295"
"982","isotig16899_Ppor","isogroup15167_Ppor","N0.HOG0001977","Siderastrea_Mexico_Barshis-Radice_Host_contig13744"
"983","isotig16902_Ppor","isogroup15170_Ppor","N0.HOG0003388","Siderastrea_Mexico_Barshis-Radice_Host_contig16187"
"984","isotig16903_Ppor","isogroup15171_Ppor","N0.HOG0003332","Siderastrea_Mexico_Barshis-Radice_Host_contig02146"
"985","isotig16929_Ppor","isogroup15197_Ppor","N0.HOG0003256","Siderastrea_Mexico_Barshis-Radice_Host_contig02160"
"986","isotig16971_Ppor","isogroup15239_Ppor","N0.HOG0003000","Siderastrea_Mexico_Barshis-Radice_Host_contig14344"
"987","isotig17012_Ppor","isogroup15280_Ppor","N0.HOG0003564","Siderastrea_Mexico_Barshis-Radice_Host_contig09499"
"988","isotig17029_Ppor","isogroup15297_Ppor","N0.HOG0001605","Siderastrea_Mexico_Barshis-Radice_Host_contig17821"
"989","isotig17095_Ppor","isogroup15363_Ppor","N0.HOG0003445","Siderastrea_Mexico_Barshis-Radice_Host_contig09636"
"990","isotig17162_Ppor","isogroup15430_Ppor","N0.HOG0002305","Siderastrea_Mexico_Barshis-Radice_Host_contig09648"
"991","isotig17185_Ppor","isogroup15453_Ppor","N0.HOG0002642","Siderastrea_Mexico_Barshis-Radice_Host_contig05805"
"992","isotig17202_Ppor","isogroup15470_Ppor","N0.HOG0002041","Siderastrea_Mexico_Barshis-Radice_Host_contig07909"
"993","isotig17227_Ppor","isogroup15495_Ppor","N0.HOG0001558","Siderastrea_Mexico_Barshis-Radice_Host_contig11112"
"994","isotig17234_Ppor","isogroup15502_Ppor","N0.HOG0000548","Siderastrea_Mexico_Barshis-Radice_Host_contig18805"
"995","isotig17252_Ppor","isogroup15520_Ppor","N0.HOG0002626","Siderastrea_Mexico_Barshis-Radice_Host_contig04047"
"996","isotig17254_Ppor","isogroup15522_Ppor","N0.HOG0003419","Siderastrea_Mexico_Barshis-Radice_Host_contig12401"
"997","isotig17316_Ppor","isogroup15584_Ppor","N0.HOG0002907","Siderastrea_Mexico_Barshis-Radice_Host_contig16843"
"998","isotig17336_Ppor","isogroup15604_Ppor","N0.HOG0001868","Siderastrea_Mexico_Barshis-Radice_Host_contig02268"
"999","isotig17353_Ppor","isogroup15621_Ppor","N0.HOG0001787","Siderastrea_Mexico_Barshis-Radice_Host_contig04717"
