"","isotig","gene","orthogroup","gene_Sid"
"789","isotig11587_Past","isogroup09855_Past","N0.HOG0002236","Siderastrea_Mexico_Barshis-Radice_Host_contig15641"
"790","isotig11644_Past","isogroup09912_Past","N0.HOG0003459","Siderastrea_Mexico_Barshis-Radice_Host_contig17776"
"791","isotig11666_Past","isogroup09934_Past","N0.HOG0002771","Siderastrea_Mexico_Barshis-Radice_Host_contig18965"
"792","isotig11675_Past","isogroup09943_Past","N0.HOG0002970","Siderastrea_Mexico_Barshis-Radice_Host_contig08676"
"793","isotig11677_Past","isogroup09945_Past","N0.HOG0003289","Siderastrea_Mexico_Barshis-Radice_Host_contig11629"
"794","isotig11697_Past","isogroup09965_Past","N0.HOG0002628","Siderastrea_Mexico_Barshis-Radice_Host_contig07466"
"795","isotig11721_Past","isogroup09989_Past","N0.HOG0002373","Siderastrea_Mexico_Barshis-Radice_Host_contig16888"
"796","isotig11734_Past","isogroup10002_Past","N0.HOG0002510","Siderastrea_Mexico_Barshis-Radice_Host_contig10791"
"797","isotig11789_Past","isogroup10057_Past","N0.HOG0002419","Siderastrea_Mexico_Barshis-Radice_Host_contig15239"
"798","isotig11796_Past","isogroup10064_Past","N0.HOG0003444","Siderastrea_Mexico_Barshis-Radice_Host_contig13679"
"799","isotig11826_Past","isogroup10094_Past","N0.HOG0001849","Siderastrea_Mexico_Barshis-Radice_Host_contig11018"
"800","isotig11837_Past","isogroup10105_Past","N0.HOG0003501","Siderastrea_Mexico_Barshis-Radice_Host_contig17347"
"801","isotig11839_Past","isogroup10107_Past","N0.HOG0003573","Siderastrea_Mexico_Barshis-Radice_Host_contig01579"
"802","isotig11856_Past","isogroup10124_Past","N0.HOG0002605","Siderastrea_Mexico_Barshis-Radice_Host_contig09733"
"803","isotig11864_Past","isogroup10132_Past","N0.HOG0000498","Siderastrea_Mexico_Barshis-Radice_Host_contig07333"
"804","isotig11894_Past","isogroup10162_Past","N0.HOG0002417","Siderastrea_Mexico_Barshis-Radice_Host_contig15233"
"805","isotig11911_Past","isogroup10179_Past","N0.HOG0001644","Siderastrea_Mexico_Barshis-Radice_Host_contig12889"
"806","isotig11923_Past","isogroup10191_Past","N0.HOG0002412","Siderastrea_Mexico_Barshis-Radice_Host_contig06899"
"807","isotig11960_Past","isogroup10228_Past","N0.HOG0002594","Siderastrea_Mexico_Barshis-Radice_Host_contig03828"
"808","isotig11983_Past","isogroup10251_Past","N0.HOG0002666","Siderastrea_Mexico_Barshis-Radice_Host_contig12499"
"809","isotig11992_Past","isogroup10260_Past","N0.HOG0002551","Siderastrea_Mexico_Barshis-Radice_Host_contig11861"
"810","isotig12000_Past","isogroup10268_Past","N0.HOG0002153","Siderastrea_Mexico_Barshis-Radice_Host_contig02977"
"811","isotig12010_Past","isogroup10278_Past","N0.HOG0003437","Siderastrea_Mexico_Barshis-Radice_Host_contig16913"
"812","isotig12016_Past","isogroup10284_Past","N0.HOG0002030","Siderastrea_Mexico_Barshis-Radice_Host_contig04419"
"813","isotig12022_Past","isogroup10290_Past","N0.HOG0002972","Siderastrea_Mexico_Barshis-Radice_Host_contig05611"
"814","isotig12043_Past","isogroup10311_Past","N0.HOG0001494","Siderastrea_Mexico_Barshis-Radice_Host_contig16039"
"815","isotig12076_Past","isogroup10344_Past","N0.HOG0002808","Siderastrea_Mexico_Barshis-Radice_Host_contig13484"
"816","isotig12080_Past","isogroup10348_Past","N0.HOG0002795","Siderastrea_Mexico_Barshis-Radice_Host_contig08882"
"817","isotig12100_Past","isogroup10368_Past","N0.HOG0003363","Siderastrea_Mexico_Barshis-Radice_Host_contig09523"
"818","isotig12149_Past","isogroup10417_Past","N0.HOG0001701","Siderastrea_Mexico_Barshis-Radice_Host_contig15339"
"819","isotig12151_Past","isogroup10419_Past","N0.HOG0001872","Siderastrea_Mexico_Barshis-Radice_Host_contig09329"
"820","isotig12161_Past","isogroup10429_Past","N0.HOG0002910","Siderastrea_Mexico_Barshis-Radice_Host_contig18249"
"821","isotig12194_Past","isogroup10462_Past","N0.HOG0002582","Siderastrea_Mexico_Barshis-Radice_Host_contig07334"
"822","isotig12216_Past","isogroup10484_Past","N0.HOG0002126","Siderastrea_Mexico_Barshis-Radice_Host_contig04654"
"823","isotig12242_Past","isogroup10510_Past","N0.HOG0002519","Siderastrea_Mexico_Barshis-Radice_Host_contig18303"
"824","isotig12281_Past","isogroup10549_Past","N0.HOG0002873","Siderastrea_Mexico_Barshis-Radice_Host_contig15971"
"825","isotig12290_Past","isogroup10558_Past","N0.HOG0002618","Siderastrea_Mexico_Barshis-Radice_Host_contig12016"
"826","isotig12398_Past","isogroup10666_Past","N0.HOG0003030","Siderastrea_Mexico_Barshis-Radice_Host_contig05988"
"827","isotig12401_Past","isogroup10669_Past","N0.HOG0002037","Siderastrea_Mexico_Barshis-Radice_Host_contig08360"
"828","isotig12421_Past","isogroup10689_Past","N0.HOG0002699","Siderastrea_Mexico_Barshis-Radice_Host_contig01953"
"829","isotig12446_Past","isogroup10714_Past","N0.HOG0003065","Siderastrea_Mexico_Barshis-Radice_Host_contig07602"
"830","isotig12460_Past","isogroup10728_Past","N0.HOG0001513","Siderastrea_Mexico_Barshis-Radice_Host_contig07034"
"831","isotig12464_Past","isogroup10732_Past","N0.HOG0001668","Siderastrea_Mexico_Barshis-Radice_Host_contig09819"
"832","isotig12510_Past","isogroup10778_Past","N0.HOG0003226","Siderastrea_Mexico_Barshis-Radice_Host_contig16692"
"833","isotig12523_Past","isogroup10791_Past","N0.HOG0001992","Siderastrea_Mexico_Barshis-Radice_Host_contig12164"
"834","isotig12573_Past","isogroup10841_Past","N0.HOG0001835","Siderastrea_Mexico_Barshis-Radice_Host_contig03458"
"835","isotig12578_Past","isogroup10846_Past","N0.HOG0002193","Siderastrea_Mexico_Barshis-Radice_Host_contig04352"
"836","isotig12627_Past","isogroup10895_Past","N0.HOG0003628","Siderastrea_Mexico_Barshis-Radice_Host_contig07743"
"837","isotig12644_Past","isogroup10912_Past","N0.HOG0003436","Siderastrea_Mexico_Barshis-Radice_Host_contig11320"
"838","isotig12700_Past","isogroup10968_Past","N0.HOG0003520","Siderastrea_Mexico_Barshis-Radice_Host_contig19045"
"839","isotig12703_Past","isogroup10971_Past","N0.HOG0003364","Siderastrea_Mexico_Barshis-Radice_Host_contig12468"
"840","isotig12727_Past","isogroup10995_Past","N0.HOG0001658","Siderastrea_Mexico_Barshis-Radice_Host_contig03087"
"841","isotig12756_Past","isogroup11024_Past","N0.HOG0002616","Siderastrea_Mexico_Barshis-Radice_Host_contig11292"
"842","isotig12776_Past","isogroup11044_Past","N0.HOG0003373","Siderastrea_Mexico_Barshis-Radice_Host_contig05962"
"843","isotig12803_Past","isogroup11071_Past","N0.HOG0002673","Siderastrea_Mexico_Barshis-Radice_Host_contig14528"
"844","isotig12826_Past","isogroup11094_Past","N0.HOG0002215","Siderastrea_Mexico_Barshis-Radice_Host_contig02175"
"845","isotig12850_Past","isogroup11118_Past","N0.HOG0002811","Siderastrea_Mexico_Barshis-Radice_Host_contig18569"
"846","isotig12858_Past","isogroup11126_Past","N0.HOG0002375","Siderastrea_Mexico_Barshis-Radice_Host_contig03071"
"847","isotig12890_Past","isogroup11158_Past","N0.HOG0003017","Siderastrea_Mexico_Barshis-Radice_Host_contig14815"
"848","isotig12946_Past","isogroup11214_Past","N0.HOG0001589","Siderastrea_Mexico_Barshis-Radice_Host_contig12294"
"849","isotig13060_Past","isogroup11328_Past","N0.HOG0002117","Siderastrea_Mexico_Barshis-Radice_Host_contig02152"
"850","isotig13084_Past","isogroup11352_Past","N0.HOG0003532","Siderastrea_Mexico_Barshis-Radice_Host_contig13286"
"851","isotig13129_Past","isogroup11397_Past","N0.HOG0002019","Siderastrea_Mexico_Barshis-Radice_Host_contig01892"
"852","isotig13211_Past","isogroup11479_Past","N0.HOG0001549","Siderastrea_Mexico_Barshis-Radice_Host_contig17651"
"853","isotig13273_Past","isogroup11541_Past","N0.HOG0001888","Siderastrea_Mexico_Barshis-Radice_Host_contig06191"
"854","isotig13287_Past","isogroup11555_Past","N0.HOG0000219","Siderastrea_Mexico_Barshis-Radice_Host_contig16246"
"855","isotig13363_Past","isogroup11631_Past","N0.HOG0002131","Siderastrea_Mexico_Barshis-Radice_Host_contig02845"
"856","isotig13370_Past","isogroup11638_Past","N0.HOG0000358","Siderastrea_Mexico_Barshis-Radice_Host_contig11568"
"857","isotig13428_Past","isogroup11696_Past","N0.HOG0002405","Siderastrea_Mexico_Barshis-Radice_Host_contig12228"
"858","isotig13455_Past","isogroup11723_Past","N0.HOG0000546","Siderastrea_Mexico_Barshis-Radice_Host_contig16580"
"859","isotig13490_Past","isogroup11758_Past","N0.HOG0001424","Siderastrea_Mexico_Barshis-Radice_Host_contig18317"
"860","isotig13530_Past","isogroup11798_Past","N0.HOG0002332","Siderastrea_Mexico_Barshis-Radice_Host_contig07931"
"861","isotig13546_Past","isogroup11814_Past","N0.HOG0002843","Siderastrea_Mexico_Barshis-Radice_Host_contig04859"
"862","isotig13582_Past","isogroup11850_Past","N0.HOG0001925","Siderastrea_Mexico_Barshis-Radice_Host_contig00698"
"863","isotig13598_Past","isogroup11866_Past","N0.HOG0002891","Siderastrea_Mexico_Barshis-Radice_Host_contig07097"
"864","isotig13599_Past","isogroup11867_Past","N0.HOG0003060","Siderastrea_Mexico_Barshis-Radice_Host_contig01194"
"865","isotig13625_Past","isogroup11893_Past","N0.HOG0003529","Siderastrea_Mexico_Barshis-Radice_Host_contig04850"
"866","isotig13626_Past","isogroup11894_Past","N0.HOG0003425","Siderastrea_Mexico_Barshis-Radice_Host_contig06144"
"867","isotig13640_Past","isogroup11908_Past","N0.HOG0003546","Siderastrea_Mexico_Barshis-Radice_Host_contig18393"
"868","isotig13717_Past","isogroup11985_Past","N0.HOG0001545","Siderastrea_Mexico_Barshis-Radice_Host_contig02347"
"869","isotig13726_Past","isogroup11994_Past","N0.HOG0003115","Siderastrea_Mexico_Barshis-Radice_Host_contig04681"
"870","isotig13729_Past","isogroup11997_Past","N0.HOG0003479","Siderastrea_Mexico_Barshis-Radice_Host_contig08738"
"871","isotig13742_Past","isogroup12010_Past","N0.HOG0003014","Siderastrea_Mexico_Barshis-Radice_Host_contig17547"
"872","isotig13755_Past","isogroup12023_Past","N0.HOG0003593","Siderastrea_Mexico_Barshis-Radice_Host_contig19207"
"873","isotig13763_Past","isogroup12031_Past","N0.HOG0000568","Siderastrea_Mexico_Barshis-Radice_Host_contig15207"
"874","isotig13771_Past","isogroup12039_Past","N0.HOG0002850","Siderastrea_Mexico_Barshis-Radice_Host_contig03743"
"875","isotig13784_Past","isogroup12052_Past","N0.HOG0003515","Siderastrea_Mexico_Barshis-Radice_Host_contig17090"
"876","isotig13791_Past","isogroup12059_Past","N0.HOG0002799","Siderastrea_Mexico_Barshis-Radice_Host_contig09139"
"877","isotig13808_Past","isogroup12076_Past","N0.HOG0003308","Siderastrea_Mexico_Barshis-Radice_Host_contig18176"
"878","isotig13818_Past","isogroup12086_Past","N0.HOG0003472","Siderastrea_Mexico_Barshis-Radice_Host_contig09029"
"879","isotig13836_Past","isogroup12104_Past","N0.HOG0001913","Siderastrea_Mexico_Barshis-Radice_Host_contig01779"
"880","isotig13885_Past","isogroup12153_Past","N0.HOG0002119","Siderastrea_Mexico_Barshis-Radice_Host_contig17706"
"881","isotig13929_Past","isogroup12197_Past","N0.HOG0003468","Siderastrea_Mexico_Barshis-Radice_Host_contig00390"
"882","isotig13979_Past","isogroup12247_Past","N0.HOG0000527","Siderastrea_Mexico_Barshis-Radice_Host_contig03423"
"883","isotig13982_Past","isogroup12250_Past","N0.HOG0003113","Siderastrea_Mexico_Barshis-Radice_Host_contig06826"
"884","isotig14003_Past","isogroup12271_Past","N0.HOG0002967","Siderastrea_Mexico_Barshis-Radice_Host_contig06632"
"885","isotig14021_Past","isogroup12289_Past","N0.HOG0000545","Siderastrea_Mexico_Barshis-Radice_Host_contig12908"
"886","isotig14030_Past","isogroup12298_Past","N0.HOG0002665","Siderastrea_Mexico_Barshis-Radice_Host_contig04034"
"887","isotig14033_Past","isogroup12301_Past","N0.HOG0002217","Siderastrea_Mexico_Barshis-Radice_Host_contig16911"
"888","isotig14063_Past","isogroup12331_Past","N0.HOG0002560","Siderastrea_Mexico_Barshis-Radice_Host_contig01835"
"889","isotig14069_Past","isogroup12337_Past","N0.HOG0003299","Siderastrea_Mexico_Barshis-Radice_Host_contig18003"
"890","isotig14109_Past","isogroup12377_Past","N0.HOG0003058","Siderastrea_Mexico_Barshis-Radice_Host_contig05864"
"891","isotig14137_Past","isogroup12405_Past","N0.HOG0002646","Siderastrea_Mexico_Barshis-Radice_Host_contig10714"
"892","isotig14163_Past","isogroup12431_Past","N0.HOG0001879","Siderastrea_Mexico_Barshis-Radice_Host_contig11652"
"893","isotig14177_Past","isogroup12445_Past","N0.HOG0003616","Siderastrea_Mexico_Barshis-Radice_Host_contig16873"
"894","isotig14178_Past","isogroup12446_Past","N0.HOG0002975","Siderastrea_Mexico_Barshis-Radice_Host_contig09704"
"895","isotig14199_Past","isogroup12467_Past","N0.HOG0001618","Siderastrea_Mexico_Barshis-Radice_Host_contig00447"
"896","isotig14215_Past","isogroup12483_Past","N0.HOG0001980","Siderastrea_Mexico_Barshis-Radice_Host_contig09564"
"897","isotig14247_Past","isogroup12515_Past","N0.HOG0001737","Siderastrea_Mexico_Barshis-Radice_Host_contig07386"
"898","isotig14307_Past","isogroup12575_Past","N0.HOG0002414","Siderastrea_Mexico_Barshis-Radice_Host_contig04945"
"899","isotig14309_Past","isogroup12577_Past","N0.HOG0002304","Siderastrea_Mexico_Barshis-Radice_Host_contig09647"
"900","isotig14323_Past","isogroup12591_Past","N0.HOG0002262","Siderastrea_Mexico_Barshis-Radice_Host_contig12675"
"901","isotig14326_Past","isogroup12594_Past","N0.HOG0003455","Siderastrea_Mexico_Barshis-Radice_Host_contig14110"
"902","isotig14373_Past","isogroup12641_Past","N0.HOG0002429","Siderastrea_Mexico_Barshis-Radice_Host_contig04531"
"903","isotig14384_Past","isogroup12652_Past","N0.HOG0003500","Siderastrea_Mexico_Barshis-Radice_Host_contig19170"
"904","isotig14401_Past","isogroup12669_Past","N0.HOG0002002","Siderastrea_Mexico_Barshis-Radice_Host_contig04310"
"905","isotig14408_Past","isogroup12676_Past","N0.HOG0002860","Siderastrea_Mexico_Barshis-Radice_Host_contig18753"
"906","isotig14410_Past","isogroup12678_Past","N0.HOG0003439","Siderastrea_Mexico_Barshis-Radice_Host_contig05498"
"907","isotig14416_Past","isogroup12684_Past","N0.HOG0002845","Siderastrea_Mexico_Barshis-Radice_Host_contig17649"
"908","isotig14428_Past","isogroup12696_Past","N0.HOG0001444","Siderastrea_Mexico_Barshis-Radice_Host_contig00450"
"909","isotig14517_Past","isogroup12785_Past","N0.HOG0003487","Siderastrea_Mexico_Barshis-Radice_Host_contig16224"
"910","isotig14526_Past","isogroup12794_Past","N0.HOG0003141","Siderastrea_Mexico_Barshis-Radice_Host_contig14256"
"911","isotig14554_Past","isogroup12822_Past","N0.HOG0003212","Siderastrea_Mexico_Barshis-Radice_Host_contig05755"
"912","isotig14585_Past","isogroup12853_Past","N0.HOG0001785","Siderastrea_Mexico_Barshis-Radice_Host_contig16951"
"913","isotig14597_Past","isogroup12865_Past","N0.HOG0002396","Siderastrea_Mexico_Barshis-Radice_Host_contig09125"
"914","isotig14598_Past","isogroup12866_Past","N0.HOG0003433","Siderastrea_Mexico_Barshis-Radice_Host_contig09546"
"915","isotig14658_Past","isogroup12926_Past","N0.HOG0002043","Siderastrea_Mexico_Barshis-Radice_Host_contig05231"
"916","isotig14701_Past","isogroup12969_Past","N0.HOG0003090","Siderastrea_Mexico_Barshis-Radice_Host_contig03135"
"917","isotig14735_Past","isogroup13003_Past","N0.HOG0002899","Siderastrea_Mexico_Barshis-Radice_Host_contig03564"
"918","isotig14749_Past","isogroup13017_Past","N0.HOG0003038","Siderastrea_Mexico_Barshis-Radice_Host_contig14204"
"919","isotig14777_Past","isogroup13045_Past","N0.HOG0001491","Siderastrea_Mexico_Barshis-Radice_Host_contig12727"
"920","isotig14792_Past","isogroup13060_Past","N0.HOG0002898","Siderastrea_Mexico_Barshis-Radice_Host_contig15900"
"921","isotig14849_Past","isogroup13117_Past","N0.HOG0003170","Siderastrea_Mexico_Barshis-Radice_Host_contig16154"
"922","isotig14970_Past","isogroup13238_Past","N0.HOG0001807","Siderastrea_Mexico_Barshis-Radice_Host_contig05445"
"923","isotig15066_Past","isogroup13334_Past","N0.HOG0002001","Siderastrea_Mexico_Barshis-Radice_Host_contig14748"
"924","isotig15078_Past","isogroup13346_Past","N0.HOG0003475","Siderastrea_Mexico_Barshis-Radice_Host_contig08683"
"925","isotig15079_Past","isogroup13347_Past","N0.HOG0001848","Siderastrea_Mexico_Barshis-Radice_Host_contig17158"
"926","isotig15130_Past","isogroup13398_Past","N0.HOG0002376","Siderastrea_Mexico_Barshis-Radice_Host_contig03078"
"927","isotig15140_Past","isogroup13408_Past","N0.HOG0001797","Siderastrea_Mexico_Barshis-Radice_Host_contig03299"
"928","isotig15145_Past","isogroup13413_Past","N0.HOG0001638","Siderastrea_Mexico_Barshis-Radice_Host_contig18944"
"929","isotig15237_Past","isogroup13505_Past","N0.HOG0002034","Siderastrea_Mexico_Barshis-Radice_Host_contig00301"
"930","isotig15241_Past","isogroup13509_Past","N0.HOG0003442","Siderastrea_Mexico_Barshis-Radice_Host_contig10495"
"931","isotig15244_Past","isogroup13512_Past","N0.HOG0003340","Siderastrea_Mexico_Barshis-Radice_Host_contig15852"
"932","isotig15254_Past","isogroup13522_Past","N0.HOG0003494","Siderastrea_Mexico_Barshis-Radice_Host_contig09741"
"933","isotig15277_Past","isogroup13545_Past","N0.HOG0003222","Siderastrea_Mexico_Barshis-Radice_Host_contig17461"
"934","isotig15335_Past","isogroup13603_Past","N0.HOG0001765","Siderastrea_Mexico_Barshis-Radice_Host_contig06131"
"935","isotig15348_Past","isogroup13616_Past","N0.HOG0003469","Siderastrea_Mexico_Barshis-Radice_Host_contig07025"
"936","isotig15392_Past","isogroup13660_Past","N0.HOG0003290","Siderastrea_Mexico_Barshis-Radice_Host_contig12662"
"937","isotig15410_Past","isogroup13678_Past","N0.HOG0003394","Siderastrea_Mexico_Barshis-Radice_Host_contig09219"
"938","isotig15480_Past","isogroup13748_Past","N0.HOG0002481","Siderastrea_Mexico_Barshis-Radice_Host_contig09607"
"939","isotig15516_Past","isogroup13784_Past","N0.HOG0003236","Siderastrea_Mexico_Barshis-Radice_Host_contig05690"
"940","isotig15519_Past","isogroup13787_Past","N0.HOG0003409","Siderastrea_Mexico_Barshis-Radice_Host_contig03702"
"941","isotig15521_Past","isogroup13789_Past","N0.HOG0002772","Siderastrea_Mexico_Barshis-Radice_Host_contig18392"
"942","isotig15555_Past","isogroup13823_Past","N0.HOG0003490","Siderastrea_Mexico_Barshis-Radice_Host_contig07300"
"943","isotig15562_Past","isogroup13830_Past","N0.HOG0002968","Siderastrea_Mexico_Barshis-Radice_Host_contig14163"
"944","isotig15580_Past","isogroup13848_Past","N0.HOG0001711","Siderastrea_Mexico_Barshis-Radice_Host_contig05607"
"945","isotig15674_Past","isogroup13942_Past","N0.HOG0000153","Siderastrea_Mexico_Barshis-Radice_Host_contig06579"
"946","isotig15690_Past","isogroup13958_Past","N0.HOG0003443","Siderastrea_Mexico_Barshis-Radice_Host_contig05056"
"947","isotig15766_Past","isogroup14034_Past","N0.HOG0001988","Siderastrea_Mexico_Barshis-Radice_Host_contig03557"
"948","isotig15781_Past","isogroup14049_Past","N0.HOG0003349","Siderastrea_Mexico_Barshis-Radice_Host_contig01004"
"949","isotig15793_Past","isogroup14061_Past","N0.HOG0001832","Siderastrea_Mexico_Barshis-Radice_Host_contig03455"
"950","isotig15835_Past","isogroup14103_Past","N0.HOG0002452","Siderastrea_Mexico_Barshis-Radice_Host_contig13094"
"951","isotig15845_Past","isogroup14113_Past","N0.HOG0003544","Siderastrea_Mexico_Barshis-Radice_Host_contig02129"
"952","isotig15847_Past","isogroup14115_Past","N0.HOG0002460","Siderastrea_Mexico_Barshis-Radice_Host_contig07578"
"953","isotig15877_Past","isogroup14145_Past","N0.HOG0002526","Siderastrea_Mexico_Barshis-Radice_Host_contig03596"
"954","isotig15919_Past","isogroup14187_Past","N0.HOG0002861","Siderastrea_Mexico_Barshis-Radice_Host_contig18766"
"955","isotig15949_Past","isogroup14217_Past","N0.HOG0002708","Siderastrea_Mexico_Barshis-Radice_Host_contig02039"
"956","isotig15954_Past","isogroup14222_Past","N0.HOG0002301","Siderastrea_Mexico_Barshis-Radice_Host_contig13413"
"957","isotig15985_Past","isogroup14253_Past","N0.HOG0002011","Siderastrea_Mexico_Barshis-Radice_Host_contig10408"
"958","isotig16004_Past","isogroup14272_Past","N0.HOG0002012","Siderastrea_Mexico_Barshis-Radice_Host_contig06223"
"959","isotig16041_Past","isogroup14309_Past","N0.HOG0002195","Siderastrea_Mexico_Barshis-Radice_Host_contig01925"
"960","isotig16061_Past","isogroup14329_Past","N0.HOG0001696","Siderastrea_Mexico_Barshis-Radice_Host_contig06958"
"961","isotig16070_Past","isogroup14338_Past","N0.HOG0003381","Siderastrea_Mexico_Barshis-Radice_Host_contig10536"
"962","isotig16159_Past","isogroup14427_Past","N0.HOG0002711","Siderastrea_Mexico_Barshis-Radice_Host_contig09884"
"963","isotig16201_Past","isogroup14469_Past","N0.HOG0001954","Siderastrea_Mexico_Barshis-Radice_Host_contig05875"
"964","isotig16236_Past","isogroup14504_Past","N0.HOG0003596","Siderastrea_Mexico_Barshis-Radice_Host_contig09796"
"965","isotig16294_Past","isogroup14562_Past","N0.HOG0003327","Siderastrea_Mexico_Barshis-Radice_Host_contig15884"
"966","isotig16300_Past","isogroup14568_Past","N0.HOG0001594","Siderastrea_Mexico_Barshis-Radice_Host_contig01486"
"967","isotig16323_Past","isogroup14591_Past","N0.HOG0003334","Siderastrea_Mexico_Barshis-Radice_Host_contig17732"
"968","isotig16330_Past","isogroup14598_Past","N0.HOG0003503","Siderastrea_Mexico_Barshis-Radice_Host_contig04039"
"969","isotig16357_Past","isogroup14625_Past","N0.HOG0002857","Siderastrea_Mexico_Barshis-Radice_Host_contig03359"
"970","isotig16378_Past","isogroup14646_Past","N0.HOG0003224","Siderastrea_Mexico_Barshis-Radice_Host_contig12585"
"971","isotig16403_Past","isogroup14671_Past","N0.HOG0001821","Siderastrea_Mexico_Barshis-Radice_Host_contig13065"
"972","isotig16516_Past","isogroup14784_Past","N0.HOG0002785","Siderastrea_Mexico_Barshis-Radice_Host_contig13014"
"973","isotig16570_Past","isogroup14838_Past","N0.HOG0003202","Siderastrea_Mexico_Barshis-Radice_Host_contig00317"
"974","isotig16611_Past","isogroup14879_Past","N0.HOG0000221","Siderastrea_Mexico_Barshis-Radice_Host_contig12045"
"975","isotig16621_Past","isogroup14889_Past","N0.HOG0001421","Siderastrea_Mexico_Barshis-Radice_Host_contig08794"
"976","isotig16661_Past","isogroup14929_Past","N0.HOG0001809","Siderastrea_Mexico_Barshis-Radice_Host_contig01288"
"977","isotig16739_Past","isogroup15007_Past","N0.HOG0002694","Siderastrea_Mexico_Barshis-Radice_Host_contig12964"
"978","isotig16781_Past","isogroup15049_Past","N0.HOG0002532","Siderastrea_Mexico_Barshis-Radice_Host_contig06023"
"979","isotig16793_Past","isogroup15061_Past","N0.HOG0003396","Siderastrea_Mexico_Barshis-Radice_Host_contig02040"
"980","isotig16813_Past","isogroup15081_Past","N0.HOG0001630","Siderastrea_Mexico_Barshis-Radice_Host_contig08937"
"981","isotig16888_Past","isogroup15156_Past","N0.HOG0002493","Siderastrea_Mexico_Barshis-Radice_Host_contig07295"
"982","isotig16899_Past","isogroup15167_Past","N0.HOG0001977","Siderastrea_Mexico_Barshis-Radice_Host_contig13744"
"983","isotig16902_Past","isogroup15170_Past","N0.HOG0003388","Siderastrea_Mexico_Barshis-Radice_Host_contig16187"
"984","isotig16903_Past","isogroup15171_Past","N0.HOG0003332","Siderastrea_Mexico_Barshis-Radice_Host_contig02146"
"985","isotig16929_Past","isogroup15197_Past","N0.HOG0003256","Siderastrea_Mexico_Barshis-Radice_Host_contig02160"
"986","isotig16971_Past","isogroup15239_Past","N0.HOG0003000","Siderastrea_Mexico_Barshis-Radice_Host_contig14344"
"987","isotig17012_Past","isogroup15280_Past","N0.HOG0003564","Siderastrea_Mexico_Barshis-Radice_Host_contig09499"
"988","isotig17029_Past","isogroup15297_Past","N0.HOG0001605","Siderastrea_Mexico_Barshis-Radice_Host_contig17821"
"989","isotig17095_Past","isogroup15363_Past","N0.HOG0003445","Siderastrea_Mexico_Barshis-Radice_Host_contig09636"
"990","isotig17162_Past","isogroup15430_Past","N0.HOG0002305","Siderastrea_Mexico_Barshis-Radice_Host_contig09648"
"991","isotig17185_Past","isogroup15453_Past","N0.HOG0002642","Siderastrea_Mexico_Barshis-Radice_Host_contig05805"
"992","isotig17202_Past","isogroup15470_Past","N0.HOG0002041","Siderastrea_Mexico_Barshis-Radice_Host_contig07909"
"993","isotig17227_Past","isogroup15495_Past","N0.HOG0001558","Siderastrea_Mexico_Barshis-Radice_Host_contig11112"
"994","isotig17234_Past","isogroup15502_Past","N0.HOG0000548","Siderastrea_Mexico_Barshis-Radice_Host_contig18805"
"995","isotig17252_Past","isogroup15520_Past","N0.HOG0002626","Siderastrea_Mexico_Barshis-Radice_Host_contig04047"
"996","isotig17254_Past","isogroup15522_Past","N0.HOG0003419","Siderastrea_Mexico_Barshis-Radice_Host_contig12401"
"997","isotig17316_Past","isogroup15584_Past","N0.HOG0002907","Siderastrea_Mexico_Barshis-Radice_Host_contig16843"
"998","isotig17336_Past","isogroup15604_Past","N0.HOG0001868","Siderastrea_Mexico_Barshis-Radice_Host_contig02268"
"999","isotig17353_Past","isogroup15621_Past","N0.HOG0001787","Siderastrea_Mexico_Barshis-Radice_Host_contig04717"
"1000","isotig17379_Past","isogroup15647_Past","N0.HOG0002477","Siderastrea_Mexico_Barshis-Radice_Host_contig05063"
"1001","isotig17493_Past","isogroup15761_Past","N0.HOG0002894","Siderastrea_Mexico_Barshis-Radice_Host_contig14453"
"1002","isotig17518_Past","isogroup15786_Past","N0.HOG0002846","Siderastrea_Mexico_Barshis-Radice_Host_contig17647"
"1003","isotig17535_Past","isogroup15803_Past","N0.HOG0003356","Siderastrea_Mexico_Barshis-Radice_Host_contig13994"
"1004","isotig17544_Past","isogroup15812_Past","N0.HOG0003536","Siderastrea_Mexico_Barshis-Radice_Host_contig01476"
"1005","isotig17568_Past","isogroup15836_Past","N0.HOG0003042","Siderastrea_Mexico_Barshis-Radice_Host_contig10456"
"1006","isotig17589_Past","isogroup15857_Past","N0.HOG0003190","Siderastrea_Mexico_Barshis-Radice_Host_contig11399"
"1007","isotig17621_Past","isogroup15889_Past","N0.HOG0002895","Siderastrea_Mexico_Barshis-Radice_Host_contig15060"
"1008","isotig17639_Past","isogroup15907_Past","N0.HOG0001645","Siderastrea_Mexico_Barshis-Radice_Host_contig03419"
"1009","isotig17648_Past","isogroup15916_Past","N0.HOG0002597","Siderastrea_Mexico_Barshis-Radice_Host_contig16213"
"1010","isotig17686_Past","isogroup15954_Past","N0.HOG0003302","Siderastrea_Mexico_Barshis-Radice_Host_contig19174"
"1011","isotig17698_Past","isogroup15966_Past","N0.HOG0003295","Siderastrea_Mexico_Barshis-Radice_Host_contig16631"
"1012","isotig17852_Past","isogroup16120_Past","N0.HOG0003418","Siderastrea_Mexico_Barshis-Radice_Host_contig00811"
"1013","isotig17927_Past","isogroup16195_Past","N0.HOG0003269","Siderastrea_Mexico_Barshis-Radice_Host_contig08311"
