Orthogroup	10714_past_LongestContig_500ln_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0000323	isotig03271_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07330, Siderastrea_Mexico_Barshis-Radice_Host_contig14601, Siderastrea_Mexico_Barshis-Radice_Host_contig05052
OG0000324	isotig01488_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08153
OG0000324	isotig00500_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00650
OG0000325	isotig03449_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14234
OG0000325	isotig07528_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03522
OG0000327	isotig00422_Past, isotig11115_Past, isotig00527_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03158
OG0000328	isotig02058_Past, isotig09960_Past, isotig05661_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01188
OG0000331	isotig05053_Past, isotig09060_Past, isotig06630_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12719
OG0000332	isotig07399_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12801
OG0000332	isotig09687_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12139
OG0000333	isotig02224_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13130, Siderastrea_Mexico_Barshis-Radice_Host_contig08364, Siderastrea_Mexico_Barshis-Radice_Host_contig07440
OG0000334	isotig12971_Past, isotig03348_Past, isotig08324_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14724
OG0000335	isotig01534_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14908, Siderastrea_Mexico_Barshis-Radice_Host_contig16759, Siderastrea_Mexico_Barshis-Radice_Host_contig18114
OG0000336	isotig09604_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11333, Siderastrea_Mexico_Barshis-Radice_Host_contig18054, Siderastrea_Mexico_Barshis-Radice_Host_contig08022
OG0000337	isotig04863_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03263, Siderastrea_Mexico_Barshis-Radice_Host_contig10436, Siderastrea_Mexico_Barshis-Radice_Host_contig14700
OG0000338	isotig13134_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18693, Siderastrea_Mexico_Barshis-Radice_Host_contig08632, Siderastrea_Mexico_Barshis-Radice_Host_contig11328
OG0000339	isotig12014_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14682, Siderastrea_Mexico_Barshis-Radice_Host_contig19198, Siderastrea_Mexico_Barshis-Radice_Host_contig07726
OG0000341	isotig04025_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18887, Siderastrea_Mexico_Barshis-Radice_Host_contig03959, Siderastrea_Mexico_Barshis-Radice_Host_contig04800
OG0000342	isotig07675_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18907, Siderastrea_Mexico_Barshis-Radice_Host_contig01156, Siderastrea_Mexico_Barshis-Radice_Host_contig14928
OG0000343	isotig11007_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12802, Siderastrea_Mexico_Barshis-Radice_Host_contig13169, Siderastrea_Mexico_Barshis-Radice_Host_contig09988
OG0000344	isotig07020_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16209, Siderastrea_Mexico_Barshis-Radice_Host_contig04374, Siderastrea_Mexico_Barshis-Radice_Host_contig17334
OG0000345	isotig02432_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17303, Siderastrea_Mexico_Barshis-Radice_Host_contig15853, Siderastrea_Mexico_Barshis-Radice_Host_contig14906
OG0000346	isotig03822_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07935, Siderastrea_Mexico_Barshis-Radice_Host_contig13892, Siderastrea_Mexico_Barshis-Radice_Host_contig08691
OG0000347	isotig06738_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14111, Siderastrea_Mexico_Barshis-Radice_Host_contig17164, Siderastrea_Mexico_Barshis-Radice_Host_contig01838
OG0000348	isotig07505_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01036, Siderastrea_Mexico_Barshis-Radice_Host_contig05659, Siderastrea_Mexico_Barshis-Radice_Host_contig04217
OG0000349	isotig00247_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12729
OG0000349	isotig11864_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07333
OG0000350	isotig12814_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15342, Siderastrea_Mexico_Barshis-Radice_Host_contig13175, Siderastrea_Mexico_Barshis-Radice_Host_contig17823
OG0000351	isotig02642_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13608
OG0000351	isotig04601_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07660
OG0000352	isotig02158_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09833, Siderastrea_Mexico_Barshis-Radice_Host_contig18764, Siderastrea_Mexico_Barshis-Radice_Host_contig12780
OG0000353	isotig03368_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12426
OG0000353	isotig11272_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07413
OG0000354	isotig08989_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10752, Siderastrea_Mexico_Barshis-Radice_Host_contig11799, Siderastrea_Mexico_Barshis-Radice_Host_contig05793
OG0000355	isotig13370_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11568, Siderastrea_Mexico_Barshis-Radice_Host_contig16698, Siderastrea_Mexico_Barshis-Radice_Host_contig04971
OG0000356	isotig05478_Past, isotig04481_Past, isotig08626_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17428
OG0000357	isotig03712_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10043, Siderastrea_Mexico_Barshis-Radice_Host_contig12403, Siderastrea_Mexico_Barshis-Radice_Host_contig01567
OG0000358	isotig04465_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18170, Siderastrea_Mexico_Barshis-Radice_Host_contig04843, Siderastrea_Mexico_Barshis-Radice_Host_contig16246
OG0000359	isotig03956_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15054, Siderastrea_Mexico_Barshis-Radice_Host_contig03742, Siderastrea_Mexico_Barshis-Radice_Host_contig04845
OG0000360	isotig05520_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03762, Siderastrea_Mexico_Barshis-Radice_Host_contig16385, Siderastrea_Mexico_Barshis-Radice_Host_contig14501
OG0000361	isotig01333_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01798, Siderastrea_Mexico_Barshis-Radice_Host_contig13587, Siderastrea_Mexico_Barshis-Radice_Host_contig01628
OG0000362	isotig03191_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03599, Siderastrea_Mexico_Barshis-Radice_Host_contig07483, Siderastrea_Mexico_Barshis-Radice_Host_contig02342
OG0000363	isotig07153_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07855, Siderastrea_Mexico_Barshis-Radice_Host_contig07663, Siderastrea_Mexico_Barshis-Radice_Host_contig15252
OG0000364	isotig01416_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08337, Siderastrea_Mexico_Barshis-Radice_Host_contig18496, Siderastrea_Mexico_Barshis-Radice_Host_contig11917
OG0000365	isotig01450_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15489, Siderastrea_Mexico_Barshis-Radice_Host_contig09669, Siderastrea_Mexico_Barshis-Radice_Host_contig04637
OG0000366	isotig07195_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00031, Siderastrea_Mexico_Barshis-Radice_Host_contig01844, Siderastrea_Mexico_Barshis-Radice_Host_contig03953
OG0000367	isotig01046_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06873, Siderastrea_Mexico_Barshis-Radice_Host_contig18912, Siderastrea_Mexico_Barshis-Radice_Host_contig03737
OG0000368	GE911114_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18553, Siderastrea_Mexico_Barshis-Radice_Host_contig07124, Siderastrea_Mexico_Barshis-Radice_Host_contig04405
OG0000369	isotig03350_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05965
OG0000369	isotig06024_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04053
OG0000370	isotig06388_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00192, Siderastrea_Mexico_Barshis-Radice_Host_contig06403, Siderastrea_Mexico_Barshis-Radice_Host_contig00061
OG0000371	isotig10003_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07136, Siderastrea_Mexico_Barshis-Radice_Host_contig15121, Siderastrea_Mexico_Barshis-Radice_Host_contig16618
OG0000372	isotig05807_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04140, Siderastrea_Mexico_Barshis-Radice_Host_contig13605, Siderastrea_Mexico_Barshis-Radice_Host_contig18873
OG0000373	isotig04451_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12851, Siderastrea_Mexico_Barshis-Radice_Host_contig08926, Siderastrea_Mexico_Barshis-Radice_Host_contig07857
OG0000489	isotig04200_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00755, Siderastrea_Mexico_Barshis-Radice_Host_contig11571
OG0000490	isotig08045_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06997, Siderastrea_Mexico_Barshis-Radice_Host_contig12474
OG0000493	isotig12184_Past, isotig01602_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05773
OG0000495	isotig10770_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11778, Siderastrea_Mexico_Barshis-Radice_Host_contig06671
OG0000496	isotig08283_Past, isotig03214_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08591
OG0000497	isotig06496_Past, isotig12193_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10960
OG0000500	isotig07973_Past, isotig04433_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06492
OG0000501	isotig11968_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14451, Siderastrea_Mexico_Barshis-Radice_Host_contig14816
OG0000502	isotig01566_Past, isotig07859_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04780
OG0000503	isotig08256_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15151, Siderastrea_Mexico_Barshis-Radice_Host_contig11589
OG0000505	isotig09267_Past, isotig11196_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04367
OG0000506	isotig10969_Past, isotig04104_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07890
OG0000507	isotig12591_Past, isotig04641_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01797
OG0000508	isotig13690_Past, isotig12403_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11667
OG0000510	isotig03358_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05365, Siderastrea_Mexico_Barshis-Radice_Host_contig11386
OG0000511	isotig04116_Past, isotig10789_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11554
OG0000512	isotig06858_Past, isotig10218_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05146
OG0000514	isotig05158_Past, isotig05212_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09312
OG0000516	isotig04790_Past, GE914829_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03252
OG0000518	isotig05889_Past, isotig06512_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13996
OG0000519	isotig13199_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13321, Siderastrea_Mexico_Barshis-Radice_Host_contig10320
OG0000520	isotig03550_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16750, Siderastrea_Mexico_Barshis-Radice_Host_contig02041
OG0000521	isotig04815_Past, isotig10528_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16252
OG0000522	isotig08212_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07804, Siderastrea_Mexico_Barshis-Radice_Host_contig11069
OG0000523	isotig04612_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06595, Siderastrea_Mexico_Barshis-Radice_Host_contig05195
OG0000525	isotig10029_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16043, Siderastrea_Mexico_Barshis-Radice_Host_contig03327
OG0000526	isotig01038_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01340, Siderastrea_Mexico_Barshis-Radice_Host_contig18237
OG0000528	isotig05205_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01555, Siderastrea_Mexico_Barshis-Radice_Host_contig15112
OG0000529	isotig12324_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00496, Siderastrea_Mexico_Barshis-Radice_Host_contig06619
OG0000530	isotig09931_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02457, Siderastrea_Mexico_Barshis-Radice_Host_contig16012
OG0000531	isotig09836_Past, isotig03840_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15734
OG0000532	isotig08058_Past, isotig01266_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11187
OG0000533	isotig10180_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10387, Siderastrea_Mexico_Barshis-Radice_Host_contig00281
OG0000534	isotig03157_Past, isotig02462_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09258
OG0000537	isotig09821_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04617, Siderastrea_Mexico_Barshis-Radice_Host_contig07329
OG0000539	isotig03918_Past, isotig08978_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15102
OG0000541	isotig09344_Past, isotig04427_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01229
OG0000542	isotig04783_Past, isotig12603_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07139
OG0000547	isotig03477_Past, isotig04040_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07189
OG0000548	isotig14151_Past, isotig03928_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04807
OG0000552	isotig03607_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11234, Siderastrea_Mexico_Barshis-Radice_Host_contig18441
OG0000554	isotig01126_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02801, Siderastrea_Mexico_Barshis-Radice_Host_contig00619
OG0000555	isotig06511_Past, isotig06178_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03425
OG0000556	isotig03365_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08276, Siderastrea_Mexico_Barshis-Radice_Host_contig14098
OG0000559	GE913381_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13801, Siderastrea_Mexico_Barshis-Radice_Host_contig15062
OG0000560	isotig03264_Past, isotig06937_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00731
OG0000561	isotig13480_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13620, Siderastrea_Mexico_Barshis-Radice_Host_contig12186
OG0000562	isotig05463_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11256, Siderastrea_Mexico_Barshis-Radice_Host_contig09610
OG0000563	isotig08644_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04498, Siderastrea_Mexico_Barshis-Radice_Host_contig00124
OG0000564	isotig13630_Past, isotig10168_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09225
OG0000566	isotig12900_Past, isotig11060_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04284
OG0000568	isotig07468_Past, isotig00426_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12031
OG0000569	isotig11540_Past, isotig00819_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00997
OG0000570	isotig08016_Past, isotig10350_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03892
OG0000572	isotig01820_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03980, Siderastrea_Mexico_Barshis-Radice_Host_contig18435
OG0000577	isotig04111_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04212, Siderastrea_Mexico_Barshis-Radice_Host_contig19097
OG0000578	isotig01758_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18470, Siderastrea_Mexico_Barshis-Radice_Host_contig03984
OG0000580	isotig07322_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13412, Siderastrea_Mexico_Barshis-Radice_Host_contig16178
OG0000581	isotig11873_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00065, Siderastrea_Mexico_Barshis-Radice_Host_contig19027
OG0000582	isotig06258_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10019, Siderastrea_Mexico_Barshis-Radice_Host_contig08981
OG0000583	isotig06744_Past, isotig03138_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10991
OG0000585	isotig10932_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06277, Siderastrea_Mexico_Barshis-Radice_Host_contig19078
OG0000588	isotig09468_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08748, Siderastrea_Mexico_Barshis-Radice_Host_contig06435
OG0000589	isotig00258_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06021, Siderastrea_Mexico_Barshis-Radice_Host_contig13535
OG0000590	isotig11407_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10818, Siderastrea_Mexico_Barshis-Radice_Host_contig09169
OG0000591	GE908488_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00891, Siderastrea_Mexico_Barshis-Radice_Host_contig05918
OG0000592	isotig04984_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01920, Siderastrea_Mexico_Barshis-Radice_Host_contig14475
OG0000593	GE907658_Past, isotig12299_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08771
OG0000594	isotig10030_Past, isotig01438_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11459
OG0000596	isotig04655_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08984, Siderastrea_Mexico_Barshis-Radice_Host_contig12476
OG0000597	isotig01462_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04562, Siderastrea_Mexico_Barshis-Radice_Host_contig00106
OG0000598	isotig07365_Past, isotig10047_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13579
OG0000599	isotig04376_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07172, Siderastrea_Mexico_Barshis-Radice_Host_contig06765
OG0000600	isotig09279_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05970, Siderastrea_Mexico_Barshis-Radice_Host_contig02875
OG0000601	isotig07836_Past, isotig11047_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12171
OG0000602	isotig04112_Past, isotig04826_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11198
OG0000603	isotig04258_Past, isotig08596_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00987
OG0000604	isotig01288_Past, isotig08922_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10544
OG0000605	isotig12270_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11678, Siderastrea_Mexico_Barshis-Radice_Host_contig02687
OG0000606	isotig04899_Past, isotig05411_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03113
OG0000607	isotig12326_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06829, Siderastrea_Mexico_Barshis-Radice_Host_contig01516
OG0000608	GE911879_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13231, Siderastrea_Mexico_Barshis-Radice_Host_contig05038
OG0000609	isotig08750_Past, isotig07053_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02876
OG0000611	isotig00551_Past, isotig03147_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03709
OG0000612	isotig07603_Past, isotig06326_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07043
OG0000613	isotig10606_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00276, Siderastrea_Mexico_Barshis-Radice_Host_contig10292
OG0000614	isotig00295_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03525, Siderastrea_Mexico_Barshis-Radice_Host_contig04067
OG0000615	isotig03249_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12049, Siderastrea_Mexico_Barshis-Radice_Host_contig04493
OG0000616	isotig03617_Past, isotig03659_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13094
OG0000619	isotig03548_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18314, Siderastrea_Mexico_Barshis-Radice_Host_contig06294
OG0000620	isotig03777_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17252, Siderastrea_Mexico_Barshis-Radice_Host_contig16895
OG0000621	isotig03934_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14681, Siderastrea_Mexico_Barshis-Radice_Host_contig04593
OG0000622	isotig05599_Past, isotig14106_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16387
OG0000623	isotig10397_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11237, Siderastrea_Mexico_Barshis-Radice_Host_contig18151
OG0000624	isotig05467_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11448, Siderastrea_Mexico_Barshis-Radice_Host_contig10540
OG0000625	isotig04591_Past, isotig03372_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04614
OG0000627	isotig06550_Past, isotig08032_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11933
OG0000628	isotig01622_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14334, Siderastrea_Mexico_Barshis-Radice_Host_contig05909
OG0000629	isotig11445_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07044, Siderastrea_Mexico_Barshis-Radice_Host_contig11499
OG0000630	isotig10025_Past, isotig04449_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01912
OG0000631	isotig05914_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07509, Siderastrea_Mexico_Barshis-Radice_Host_contig02090
OG0000632	isotig06865_Past, isotig03155_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06028
OG0000633	isotig11071_Past, isotig02104_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18592
OG0000636	isotig03453_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00435, Siderastrea_Mexico_Barshis-Radice_Host_contig04527
OG0000638	isotig07840_Past, isotig11038_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07113
OG0000639	isotig01662_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02567, Siderastrea_Mexico_Barshis-Radice_Host_contig04923
OG0000640	isotig03225_Past, isotig11402_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16395
OG0000641	isotig07480_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17819, Siderastrea_Mexico_Barshis-Radice_Host_contig03089
OG0000644	isotig10063_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01153, Siderastrea_Mexico_Barshis-Radice_Host_contig06204
OG0000645	isotig04628_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05288, Siderastrea_Mexico_Barshis-Radice_Host_contig05227
OG0000646	isotig11149_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12941, Siderastrea_Mexico_Barshis-Radice_Host_contig18520
OG0000648	isotig02030_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07148, Siderastrea_Mexico_Barshis-Radice_Host_contig11032
OG0000649	isotig05139_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07111, Siderastrea_Mexico_Barshis-Radice_Host_contig04623
OG0000650	isotig12540_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07392, Siderastrea_Mexico_Barshis-Radice_Host_contig09270
OG0000651	isotig03266_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00564, Siderastrea_Mexico_Barshis-Radice_Host_contig08505
OG0000652	isotig05748_Past, isotig01174_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06226
OG0000653	isotig03448_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04784, Siderastrea_Mexico_Barshis-Radice_Host_contig00267
OG0000654	isotig12286_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10189, Siderastrea_Mexico_Barshis-Radice_Host_contig14961
OG0000655	isotig03706_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12567, Siderastrea_Mexico_Barshis-Radice_Host_contig04281
OG0000656	isotig13388_Past, isotig01894_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18238
OG0000657	isotig03379_Past, isotig12206_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09147
OG0000658	isotig10505_Past, isotig03765_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01222
OG0000659	isotig04678_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07991, Siderastrea_Mexico_Barshis-Radice_Host_contig10498
OG0000660	isotig03234_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02514, Siderastrea_Mexico_Barshis-Radice_Host_contig02003
OG0000661	isotig05461_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00856, Siderastrea_Mexico_Barshis-Radice_Host_contig06955
OG0000662	isotig07005_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14423, Siderastrea_Mexico_Barshis-Radice_Host_contig12055
OG0000663	GE909771_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14632, Siderastrea_Mexico_Barshis-Radice_Host_contig09827
OG0000664	isotig00497_Past, isotig09703_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14146
OG0000665	isotig03203_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04743, Siderastrea_Mexico_Barshis-Radice_Host_contig10430
OG0000666	isotig12346_Past, isotig08583_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02309
OG0000667	isotig06713_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09141, Siderastrea_Mexico_Barshis-Radice_Host_contig11849
OG0000668	isotig05015_Past, isotig11218_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18525
OG0000669	isotig10876_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07510, Siderastrea_Mexico_Barshis-Radice_Host_contig05777
OG0000670	isotig03139_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10929, Siderastrea_Mexico_Barshis-Radice_Host_contig14430
OG0000672	isotig03664_Past, isotig01628_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01387
OG0000673	isotig11214_Past, isotig05563_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12340
OG0000674	isotig12416_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16510, Siderastrea_Mexico_Barshis-Radice_Host_contig10354
OG0000675	isotig03692_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14638, Siderastrea_Mexico_Barshis-Radice_Host_contig17695
OG0000676	isotig09989_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04979, Siderastrea_Mexico_Barshis-Radice_Host_contig05435
OG0000677	GE910186_Past, isotig00467_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01754
OG0000678	isotig01394_Past, isotig09420_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09921
OG0000679	isotig04450_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07492, Siderastrea_Mexico_Barshis-Radice_Host_contig13548
OG0000680	isotig04643_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12080, Siderastrea_Mexico_Barshis-Radice_Host_contig14177
OG0000681	GE909039_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13561, Siderastrea_Mexico_Barshis-Radice_Host_contig00274
OG0000682	isotig01734_Past, isotig01902_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11149
OG0000683	isotig04648_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17376, Siderastrea_Mexico_Barshis-Radice_Host_contig17294
